Date,Open,High,Low,Close,Volume,Adj Close
2010-05-17,79.67,80.97,76.94,79.46,1870000,69.41
2010-05-14,81.26,81.34,78.63,79.55,1873500,69.49
2010-05-13,83.08,83.28,81.57,81.88,1460600,71.53
2010-05-12,82.32,83.57,81.53,83.22,1695000,72.70
2010-05-11,80.65,82.71,80.31,81.88,1693500,71.53
2010-05-10,79.97,81.99,79.20,81.90,2810900,71.55
2010-05-07,78.07,80.11,75.58,76.54,3191100,66.86
2010-05-06,81.05,82.11,72.51,78.37,3508300,68.46
2010-05-05,82.10,83.58,79.89,82.51,2013300,71.51
2010-05-04,85.27,85.65,82.91,83.50,2387900,72.37
2010-05-03,84.07,86.79,83.54,86.05,2186200,74.58
2010-04-30,85.96,86.75,83.08,83.37,2537800,72.26
2010-04-29,82.42,86.41,82.12,86.36,2333900,74.85
2010-04-28,81.44,81.90,80.75,81.47,1923600,70.61
2010-04-27,82.99,83.26,80.90,81.02,2206100,70.22
2010-04-26,82.22,84.12,82.20,83.64,1794300,72.49
2010-04-23,81.66,82.71,80.57,82.51,1580700,71.51
2010-04-22,78.84,81.87,78.50,81.43,1660900,70.57
2010-04-21,78.00,80.18,77.80,79.64,1341600,69.02
2010-04-20,77.36,78.15,76.33,78.09,1276000,67.68
2010-04-19,76.13,77.50,75.60,76.83,1117300,66.59
2010-04-16,78.02,79.69,76.45,76.59,2396500,66.38
2010-04-15,80.72,81.16,78.19,78.24,2363800,67.81
2010-04-14,81.94,82.23,80.44,81.04,2010100,70.24
2010-04-13,78.27,82.00,78.24,81.51,2326200,70.64
2010-04-12,79.08,79.56,78.15,78.24,1150900,67.81
2010-04-09,77.27,79.22,77.21,79.20,1385800,68.64
2010-04-08,76.88,77.53,76.77,77.03,1322300,66.76
2010-04-07,79.54,79.82,76.90,77.25,1890400,66.95
2010-04-06,77.84,80.32,77.80,79.59,2341100,68.98
2010-04-05,76.19,78.38,76.04,78.37,1539800,67.92
2010-04-01,76.22,76.73,75.27,75.85,1551300,65.74
2010-03-31,76.26,76.69,75.65,75.70,1777700,65.61
2010-03-30,76.85,77.36,76.20,76.75,1102600,66.52
2010-03-29,76.83,76.97,76.08,76.94,1299100,66.68
2010-03-26,77.10,77.27,76.08,76.54,1722800,66.34
2010-03-25,76.93,78.40,76.69,76.79,1726500,66.55
2010-03-24,75.73,77.05,75.66,76.39,1372400,66.21
2010-03-23,76.02,76.11,75.03,75.96,1212000,65.83
2010-03-22,74.80,76.38,74.80,75.87,1288200,65.76
2010-03-19,75.43,76.68,75.12,75.43,1941700,65.37
2010-03-18,76.39,76.88,75.83,76.08,1273200,65.94
2010-03-17,75.58,76.72,75.35,76.26,1662800,66.09
2010-03-16,73.90,75.64,73.56,75.41,1808500,65.36
2010-03-15,73.64,74.07,72.69,73.62,1241200,63.81
2010-03-12,73.74,74.08,72.95,73.80,1606000,63.96
2010-03-11,72.24,73.16,72.03,73.14,1380400,63.39
2010-03-10,71.41,72.78,71.24,72.77,1606100,63.07
2010-03-09,70.19,71.96,70.03,71.44,1593000,61.92
2010-03-08,69.27,70.80,69.26,70.53,1259800,61.13
2010-03-05,67.48,69.41,67.20,69.26,1671900,60.03
2010-03-04,66.43,67.30,66.28,67.13,1457100,58.18
2010-03-03,66.51,67.00,65.95,66.45,1139500,57.59
2010-03-02,66.48,67.00,66.18,66.35,1327700,57.51
2010-03-01,65.99,66.78,65.62,66.19,1265800,57.37
2010-02-26,65.65,66.42,64.86,65.72,2514400,56.96
2010-02-25,64.60,65.75,64.29,65.69,1236000,56.93
2010-02-24,65.09,65.64,64.30,65.31,1626700,56.60
2010-02-23,64.55,65.65,64.49,64.57,1732600,55.96
2010-02-22,65.93,66.14,65.38,65.68,1577100,56.92
2010-02-19,64.52,65.99,64.12,65.62,2100000,56.87
2010-02-18,63.68,65.13,63.28,64.83,1838600,56.19
2010-02-17,64.94,64.94,63.14,63.84,2387200,55.33
2010-02-16,63.16,64.48,62.83,64.42,2654100,55.83
2010-02-12,61.84,62.88,61.25,62.70,2445500,54.34
2010-02-11,62.68,62.99,61.88,62.49,2361800,54.16
2010-02-10,62.92,63.70,61.76,62.76,2223200,54.39
2010-02-09,63.64,64.05,61.98,63.01,2407800,54.61
2010-02-08,64.11,64.97,62.70,62.87,2078200,54.49
2010-02-05,63.33,64.70,62.26,64.27,3068400,55.70
2010-02-04,65.12,65.34,63.04,63.13,3545300,54.71
2010-02-03,66.43,66.45,65.12,65.53,1715200,56.79
2010-02-02,66.27,67.02,65.38,66.87,2330800,57.96
2010-02-01,65.17,66.06,65.04,66.06,2226500,57.25
2010-01-29,64.97,65.97,64.26,64.68,2799000,56.06
2010-01-28,65.48,65.64,64.26,64.69,1900700,56.07
2010-01-27,63.95,65.20,63.14,65.09,2151000,56.41
2010-01-26,64.00,65.20,63.75,64.17,1945400,55.62
2010-01-25,65.76,65.76,63.99,64.91,2356700,55.69
2010-01-22,66.48,67.27,64.41,64.71,2538000,55.52
2010-01-21,69.18,69.62,66.42,66.50,2892900,57.06
2010-01-20,70.21,70.21,68.86,69.15,1909000,59.33
2010-01-19,70.14,71.05,69.82,70.68,2429300,60.64
2010-01-15,70.51,70.82,69.74,70.10,2095100,60.15
2010-01-14,70.23,70.89,69.89,70.75,1660000,60.70
2010-01-13,68.99,70.59,68.55,70.46,2055700,60.46
2010-01-12,69.23,69.71,68.00,68.76,1551900,59.00
2010-01-11,69.77,70.14,69.15,69.72,1060600,59.82
2010-01-08,69.72,70.03,68.84,69.50,1265700,59.63
2010-01-07,69.00,71.10,68.60,70.28,1823300,60.30
2010-01-06,69.58,70.20,68.72,69.21,1540100,59.38
2010-01-05,70.07,70.07,68.66,69.49,2013400,59.62
2010-01-04,70.64,71.44,69.61,70.02,1688200,60.08
2009-12-31,71.31,72.24,69.92,69.94,1287900,60.01
2009-12-30,70.96,71.37,70.33,71.37,1030800,61.24
2009-12-29,72.79,73.08,71.29,71.40,1113200,61.26
2009-12-28,72.42,73.96,72.12,72.50,1474100,62.21
2009-12-24,70.98,72.10,70.95,72.04,787400,61.81
2009-12-23,70.41,72.09,70.41,70.96,1713500,60.88
2009-12-22,70.35,70.96,69.86,70.50,1582200,60.49
2009-12-21,69.70,70.57,69.65,70.35,1472500,60.36
2009-12-18,69.71,69.92,68.49,69.55,2495200,59.68
2009-12-17,69.53,70.26,69.17,69.64,2558500,59.75
2009-12-16,70.36,70.90,69.65,70.00,2117600,60.06
2009-12-15,70.24,70.56,69.60,69.86,2025500,59.94
2009-12-14,69.81,70.99,69.01,70.90,2598500,60.83
2009-12-11,69.13,69.74,68.43,69.66,1994500,59.77
2009-12-10,69.39,69.77,68.29,68.78,1792900,59.01
2009-12-09,69.37,69.85,68.50,69.10,2480800,59.29
2009-12-08,68.76,69.85,68.40,68.93,3287300,59.14
2009-12-07,69.74,70.12,68.64,69.01,3820800,59.21
2009-12-04,69.32,70.56,68.93,70.19,3532200,60.22
2009-12-03,68.06,70.67,67.99,68.30,4097700,58.60
2009-12-02,66.62,69.12,66.39,68.66,2680700,58.91
2009-12-01,65.93,67.39,65.40,66.82,2644000,57.33
2009-11-30,62.39,65.66,61.94,65.46,3329600,56.17
2009-11-27,62.03,63.42,61.52,62.05,1066400,53.24
2009-11-25,64.02,64.85,63.81,64.26,1406700,55.14
2009-11-24,65.69,65.69,63.39,63.81,2204700,54.75
2009-11-23,65.58,66.56,65.04,65.47,2253800,56.17
2009-11-20,64.76,65.14,64.25,64.34,2812200,55.20
2009-11-19,67.12,67.17,65.08,65.26,2250600,55.99
2009-11-18,66.31,67.95,65.90,67.70,2017800,58.09
2009-11-17,66.77,67.43,66.02,66.11,2429700,56.72
2009-11-16,65.81,67.47,65.79,66.82,2535200,57.33
2009-11-13,64.39,65.76,64.22,65.31,1734700,56.04
2009-11-12,65.11,65.50,63.86,64.06,1993000,54.96
2009-11-11,64.52,65.57,64.08,65.21,2148500,55.95
2009-11-10,63.64,64.40,62.38,63.80,2095000,54.74
2009-11-09,61.55,64.25,61.55,64.19,2664300,55.08
2009-11-06,61.27,61.95,60.28,60.98,1883600,52.32
2009-11-05,60.84,62.55,60.64,62.37,2422100,52.98
2009-11-04,62.07,63.15,60.13,60.29,3128500,51.21
2009-11-03,59.40,61.89,59.05,61.76,3043000,52.46
2009-11-02,59.86,61.30,57.80,60.24,3903300,51.17
2009-10-30,60.11,60.17,57.66,59.56,4885700,50.59
2009-10-29,57.81,60.59,57.70,60.44,3138000,51.34
2009-10-28,59.10,60.02,56.54,56.72,3390800,48.18
2009-10-27,60.38,60.86,58.95,59.38,2719000,50.44
2009-10-26,60.98,63.18,60.28,60.50,3238400,51.39
2009-10-23,62.18,62.20,60.26,60.76,2016600,51.61
2009-10-22,60.64,61.89,59.09,61.73,2927800,52.44
2009-10-21,61.68,62.93,60.46,60.60,2854300,51.48
2009-10-20,63.47,63.47,61.50,61.99,3815000,52.66
2009-10-19,61.82,63.32,61.58,63.19,2886500,53.68
2009-10-16,61.95,62.96,60.50,61.28,4053400,52.05
2009-10-15,63.49,64.33,62.97,63.20,2157000,53.68
2009-10-14,62.68,65.12,62.68,64.69,3321500,54.95
2009-10-13,62.82,63.22,61.50,62.14,1811800,52.78
2009-10-12,63.57,64.20,62.81,63.22,1034800,53.70
2009-10-09,62.64,63.62,61.74,63.57,1464600,54.00
2009-10-08,62.30,63.59,62.04,62.75,1976000,53.30
2009-10-07,61.41,62.15,60.72,61.71,1756600,52.42
2009-10-06,62.48,63.49,61.10,62.06,2969400,52.72
2009-10-05,61.20,62.78,60.80,61.94,3125000,52.61
2009-10-02,59.46,62.43,59.00,60.49,3743500,51.38
2009-10-01,64.05,64.28,61.02,61.15,4720200,51.94
2009-09-30,65.57,65.63,63.38,64.41,3893200,54.71
2009-09-29,67.58,67.80,64.55,64.77,3188600,55.02
2009-09-28,63.90,67.40,63.36,67.30,4054800,57.17
2009-09-25,63.41,64.66,63.00,63.46,3210800,53.90
2009-09-24,67.15,67.66,63.74,64.04,3577400,54.40
2009-09-23,69.72,69.72,66.47,66.51,3242300,56.50
2009-09-22,67.26,69.48,67.16,69.24,2707000,58.81
2009-09-21,66.72,67.49,66.00,66.71,2313400,56.67
2009-09-18,68.37,68.82,67.02,68.16,3423500,57.90
2009-09-17,67.63,70.23,66.83,67.96,4905000,57.73
2009-09-16,63.89,67.83,63.76,67.64,4421400,57.46
2009-09-15,62.34,64.76,60.79,63.67,3955500,54.08
2009-09-14,59.43,62.54,59.04,62.36,2434600,52.97
2009-09-11,60.29,60.79,59.09,60.02,2560200,50.98
2009-09-10,58.82,60.38,58.13,60.15,2742400,51.09
2009-09-09,57.50,59.33,56.63,59.27,3225500,50.35
2009-09-08,55.44,57.44,55.44,57.41,2452300,48.77
2009-09-04,54.34,55.21,53.24,55.05,2270800,46.76
2009-09-03,54.81,55.17,53.41,54.27,2842200,46.10
2009-09-02,54.34,55.11,53.97,54.31,3060400,46.13
2009-09-01,57.12,57.88,54.77,54.92,3922200,46.65
2009-08-31,56.90,57.83,56.41,57.52,2627900,48.86
2009-08-28,58.31,58.80,56.61,57.67,2606800,48.99
2009-08-27,58.73,58.73,56.51,58.04,3233400,49.30
2009-08-26,57.25,58.54,56.72,58.51,2083100,49.70
2009-08-25,56.52,57.82,56.30,57.46,2270700,48.81
2009-08-24,57.04,57.79,55.73,55.99,2924400,47.56
2009-08-21,56.10,58.38,55.80,56.82,3136300,48.26
2009-08-20,54.01,55.80,53.77,55.52,2737200,47.16
2009-08-19,53.05,54.18,52.93,53.94,2126400,45.82
2009-08-18,53.26,54.90,52.93,54.20,3143200,46.04
2009-08-17,55.94,55.94,52.70,52.91,3753800,44.94
2009-08-14,57.33,57.65,55.69,57.24,2544300,48.62
2009-08-13,58.48,58.89,56.96,57.92,2580400,49.20
2009-08-12,57.96,59.60,57.89,58.18,3883600,49.42
2009-08-11,59.03,59.03,57.14,57.83,3277800,49.12
2009-08-10,59.45,60.17,58.36,59.24,3918400,50.32
2009-08-07,56.35,59.73,56.33,59.57,5542300,50.60
2009-08-06,56.09,58.11,56.00,56.08,4387100,47.08
2009-08-05,53.93,56.49,53.50,55.95,3955400,46.97
2009-08-04,51.16,54.70,50.13,53.96,4273800,45.30
2009-08-03,51.51,52.26,50.94,51.82,2598100,43.50
2009-07-31,50.38,51.30,49.42,51.02,2767500,42.83
2009-07-30,50.34,52.22,50.17,50.94,3686200,42.76
2009-07-29,49.72,50.55,48.91,49.68,2372200,41.70
2009-07-28,50.46,50.80,50.09,50.54,3234100,42.43
2009-07-27,50.85,51.00,49.82,50.82,2333000,42.66
2009-07-24,49.88,50.60,48.91,50.53,2342700,42.42
2009-07-23,48.62,50.99,48.14,50.01,4204100,41.98
2009-07-22,47.52,49.22,46.65,48.63,3834100,40.82
2009-07-21,47.62,48.01,46.14,47.46,3082100,39.84
2009-07-20,44.30,47.07,44.29,47.07,4355300,39.51
2009-07-17,45.10,45.29,43.61,43.79,3868900,36.76
2009-07-16,44.46,45.86,43.91,45.43,2680800,38.14
2009-07-15,43.04,45.56,43.04,44.87,4458400,37.67
2009-07-14,42.44,42.77,41.35,42.48,2659000,35.66
2009-07-13,41.26,42.39,40.15,42.24,3975600,35.46
2009-07-10,40.31,41.08,39.78,40.82,2954100,34.27
2009-07-09,41.62,41.69,40.31,40.44,2258900,33.95
2009-07-08,41.82,41.82,39.65,40.96,3895800,34.38
2009-07-07,43.55,43.66,40.88,41.13,3868400,34.53
2009-07-06,41.67,43.80,41.63,43.77,3346000,36.74
2009-07-02,44.56,44.96,42.27,42.48,3809500,35.66
2009-07-01,45.27,46.21,45.10,45.51,1931900,38.20
2009-06-30,44.59,45.44,44.50,45.03,2488900,37.80
2009-06-29,44.79,45.11,43.87,44.45,2753600,37.31
2009-06-26,44.19,44.89,43.49,44.56,2893700,37.41
2009-06-25,42.99,44.30,42.64,44.18,3167700,37.09
2009-06-24,43.10,43.92,42.78,43.34,2570300,36.38
2009-06-23,42.74,43.30,41.78,42.69,3966700,35.84
2009-06-22,44.74,44.84,41.84,42.08,4545200,35.32
2009-06-19,45.46,45.92,44.20,45.10,3640600,37.86
2009-06-18,44.28,45.03,43.81,44.89,3016600,37.68
2009-06-17,45.16,45.59,43.21,43.96,4054200,36.90
2009-06-16,47.22,47.22,44.33,45.18,3088400,37.93
2009-06-15,47.26,48.00,45.85,46.30,3544800,38.87
2009-06-12,46.62,48.57,46.40,48.54,2692700,40.75
2009-06-11,48.02,48.50,46.40,46.60,3650000,39.12
2009-06-10,50.29,50.31,47.03,48.34,3656300,40.58
2009-06-09,49.99,50.06,48.78,49.69,2292600,41.71
2009-06-08,48.48,49.95,48.25,49.40,4173800,41.47
2009-06-05,50.89,51.24,48.26,48.73,3995800,40.91
2009-06-04,48.90,50.95,46.72,50.21,5233200,42.15
2009-06-03,47.83,48.79,47.09,47.99,3562200,40.29
2009-06-02,48.63,49.43,47.93,48.27,4042300,40.52
2009-06-01,47.65,50.49,46.82,49.05,5390100,41.18
2009-05-29,46.76,46.76,45.15,46.66,5631300,39.17
2009-05-28,45.89,46.70,44.23,46.55,3926300,39.08
2009-05-27,48.12,48.12,44.78,45.12,5720000,37.88
2009-05-26,45.09,48.30,44.41,47.92,5294400,40.23
2009-05-22,46.39,46.96,44.89,44.95,2751200,37.73
2009-05-21,45.50,47.35,45.03,46.38,3604300,38.93
2009-05-20,48.66,49.84,46.23,46.46,5088700,39.00
2009-05-19,47.45,49.07,46.30,47.56,4339900,39.92
2009-05-18,44.99,48.84,44.65,48.55,6095500,40.76
2009-05-15,45.31,45.72,43.38,44.34,6718100,37.22
2009-05-14,43.92,46.10,42.30,45.50,5816600,38.20
2009-05-13,46.47,46.47,43.46,44.00,7242700,36.94
2009-05-12,49.94,50.62,45.81,47.48,5979300,39.86
2009-05-11,50.42,50.97,49.19,49.37,4976200,41.44
2009-05-08,49.68,51.95,48.05,51.83,6885400,43.51
2009-05-07,54.00,54.00,46.72,47.95,7933200,40.25
2009-05-06,51.42,54.00,51.08,53.86,6305400,44.36
2009-05-05,52.20,52.53,50.04,50.53,5514200,41.62
2009-05-04,48.82,52.50,48.29,52.46,7077300,43.21
2009-05-01,48.48,48.89,46.85,47.53,6580700,39.15
2009-04-30,49.64,50.65,47.95,48.89,7749500,40.27
2009-04-29,46.91,49.38,46.22,48.65,6973200,40.07
2009-04-28,44.72,47.81,44.60,46.73,5617200,38.49
2009-04-27,47.18,47.97,44.30,45.81,8029300,37.73
2009-04-24,47.00,49.96,45.47,48.79,9741400,40.19
2009-04-23,46.21,47.00,44.50,46.66,7223600,38.43
2009-04-22,43.94,47.22,43.46,45.27,24610100,37.29
2009-04-21,39.41,47.00,39.16,47.00,10190500,38.71
2009-04-20,44.86,44.97,40.13,40.30,8673200,33.19
2009-04-17,42.74,47.09,42.09,46.01,10130900,37.90
2009-04-16,40.61,44.63,39.09,42.82,7289600,35.27
2009-04-15,36.79,41.42,36.60,41.26,8211100,33.98
2009-04-14,40.92,41.58,37.25,37.56,8465600,30.94
2009-04-13,40.32,43.14,39.52,42.05,6658500,34.63
2009-04-09,37.22,42.13,36.85,41.71,9462100,34.35
2009-04-08,35.69,36.43,34.63,35.67,5791300,29.38
2009-04-07,38.17,38.43,35.03,35.11,6873000,28.92
2009-04-06,39.31,40.54,37.67,39.66,7682100,32.67
2009-04-03,35.27,40.71,35.20,40.66,10444100,33.49
2009-04-02,34.81,36.75,34.21,35.91,8007500,29.58
2009-04-01,32.33,34.24,32.00,33.69,5522500,27.75
2009-03-31,31.60,33.77,31.36,33.24,8297500,27.38
2009-03-30,32.95,33.64,31.06,31.21,5388600,25.71
2009-03-27,34.87,35.67,34.01,34.61,5379400,28.51
2009-03-26,34.61,36.37,32.58,36.15,7911400,29.78
2009-03-25,35.94,36.11,31.80,34.01,9532800,28.01
2009-03-24,36.03,38.25,34.35,35.16,7915600,28.96
2009-03-23,33.56,37.14,33.14,36.82,12197200,30.33
2009-03-20,36.67,36.67,32.13,32.23,8205900,26.55
2009-03-19,39.92,40.21,36.50,36.96,6588100,30.44
2009-03-18,36.34,40.08,35.01,39.38,8740800,32.44
2009-03-17,34.30,37.50,33.86,37.45,7425300,30.85
2009-03-16,37.97,38.51,34.24,34.69,7419900,28.57
2009-03-13,38.72,39.20,36.20,37.36,5600700,30.77
2009-03-12,35.47,39.23,34.94,39.03,8196600,32.15
2009-03-11,36.71,36.77,34.46,35.51,9183100,29.25
2009-03-10,30.77,36.19,30.31,36.19,13256000,29.81
2009-03-09,29.16,29.95,27.91,29.62,7736400,24.40
2009-03-06,29.37,29.50,27.01,29.31,10273200,24.14
2009-03-05,30.53,30.78,28.38,28.95,8009300,23.84
2009-03-04,32.65,33.15,30.39,31.43,7377900,25.89
2009-03-03,31.24,33.29,28.72,31.67,11575900,26.09
2009-03-02,32.03,32.15,29.75,30.13,9188900,24.82
2009-02-27,33.77,35.24,32.39,32.73,9842600,26.96
2009-02-26,37.07,38.16,34.55,34.83,8826100,28.69
2009-02-25,37.34,39.34,35.18,37.47,8981800,30.86
2009-02-24,36.53,38.50,33.72,37.77,9700000,31.11
2009-02-23,41.26,41.26,36.33,36.49,6120700,30.06
2009-02-20,36.21,41.17,35.56,40.54,6970600,33.39
2009-02-19,39.80,40.23,36.93,37.47,5650600,30.86
2009-02-18,38.72,39.59,36.08,38.98,7105400,32.11
2009-02-17,40.32,41.34,37.68,38.15,9185500,31.42
2009-02-13,47.39,47.79,42.43,42.79,8585100,35.24
2009-02-12,48.35,48.66,44.12,47.82,6879000,39.39
2009-02-11,48.58,49.80,46.76,49.57,4778400,40.83
2009-02-10,52.50,53.79,47.49,48.02,6312100,39.55
2009-02-09,52.80,54.11,51.74,53.79,3054100,44.30
2009-02-06,49.68,53.42,48.84,52.91,4615100,43.58
2009-02-05,48.67,51.16,47.07,48.83,5026000,40.22
2009-02-04,50.02,51.26,49.15,49.39,4534700,40.68
2009-02-03,51.01,51.17,48.90,49.76,4333800,40.99
2009-02-02,49.54,51.96,49.00,51.63,4533700,41.46
2009-01-30,54.23,54.67,49.87,50.81,5395700,40.80
2009-01-29,55.61,56.98,52.82,53.13,5409100,42.67
2009-01-28,53.45,57.62,53.24,57.20,5783500,45.93
2009-01-27,51.92,52.95,50.67,51.73,3232000,41.54
2009-01-26,52.52,53.38,50.06,50.99,4141300,40.95
2009-01-23,48.56,51.50,47.75,51.20,3901800,41.12
2009-01-22,50.78,52.86,49.04,50.50,4952600,40.55
2009-01-21,49.44,53.56,47.95,53.46,7030900,42.93
2009-01-20,52.70,53.13,47.12,47.61,5265500,38.23
2009-01-16,52.60,53.86,49.79,53.49,4181600,42.95
2009-01-15,50.30,53.35,47.36,51.25,5768900,41.16
2009-01-14,52.18,52.77,49.93,50.65,4586600,40.67
2009-01-13,52.34,54.66,51.23,54.18,3130900,43.51
2009-01-12,54.73,54.86,51.23,51.98,3607100,41.74
2009-01-09,57.92,58.70,54.68,55.08,3117100,44.23
2009-01-08,56.50,58.13,55.32,57.78,3428400,46.40
2009-01-07,60.30,60.78,58.30,58.74,3219000,47.17
2009-01-06,58.09,62.33,56.36,61.75,5012500,49.59
2009-01-05,58.21,58.89,56.52,57.46,3562200,46.14
2009-01-02,60.18,60.55,57.90,58.29,2363900,46.81
2008-12-31,58.00,60.96,57.35,60.35,2991800,48.46
2008-12-30,56.01,58.41,55.42,58.18,2082900,46.72
2008-12-29,58.29,58.34,54.16,55.74,2390700,44.76
2008-12-26,58.97,59.47,57.39,58.98,915500,47.36
2008-12-24,58.35,58.80,57.18,58.65,753000,47.10
2008-12-23,58.30,60.22,57.85,58.64,2270400,47.09
2008-12-22,61.46,61.46,55.36,57.72,3002600,46.35
2008-12-19,59.99,61.00,57.65,60.01,4003400,48.19
2008-12-18,64.65,64.93,57.52,58.25,5278500,46.78
2008-12-17,63.47,66.85,60.32,64.08,4977300,51.46
2008-12-16,57.36,64.35,56.11,64.35,6817900,51.68
2008-12-15,59.43,59.48,53.72,56.41,4320100,45.30
2008-12-12,51.32,58.40,50.31,58.24,7162700,46.77
2008-12-11,59.10,60.52,52.65,53.01,7154100,42.57
2008-12-10,56.68,62.06,56.64,60.76,4158000,48.79
2008-12-09,60.35,61.28,55.39,56.19,5111700,45.12
2008-12-08,57.53,61.60,56.65,61.58,7133400,49.45
2008-12-05,49.41,56.50,48.39,56.26,5405000,45.18
2008-12-04,49.80,55.99,49.22,50.41,5906000,40.48
2008-12-03,46.42,51.68,44.25,51.61,5747000,41.44
2008-12-02,44.25,48.17,44.05,47.43,8016700,38.09
2008-12-01,51.83,52.55,41.81,43.07,6484600,34.59
2008-11-28,56.21,56.70,53.45,53.45,2467000,42.92
2008-11-26,53.55,57.50,51.50,56.20,5742500,45.13
2008-11-25,54.99,55.90,48.81,54.44,6908300,43.72
2008-11-24,46.05,53.13,44.55,52.57,8113900,42.22
2008-11-21,43.09,44.65,36.66,44.29,9127200,35.57
2008-11-20,44.82,49.03,40.43,41.64,9334600,33.44
2008-11-19,53.24,54.79,46.07,47.17,6849000,37.88
2008-11-18,54.45,55.20,51.76,54.16,4227400,43.49
2008-11-17,55.56,56.63,52.54,53.43,3832000,42.91
2008-11-14,58.83,61.57,54.51,56.28,3420300,45.19
2008-11-13,56.44,63.57,53.36,61.52,5768800,49.40
2008-11-12,59.62,62.18,55.27,55.84,4798300,44.84
2008-11-11,60.54,65.00,58.90,62.26,3436900,50.00
2008-11-10,67.55,68.03,60.78,61.55,3091000,49.43
2008-11-07,64.07,68.47,61.01,67.16,2699700,53.93
2008-11-06,66.14,67.85,63.53,63.81,3110200,50.48
2008-11-05,73.92,73.92,65.84,67.02,3809000,53.02
2008-11-04,68.30,75.69,68.25,75.10,4160300,59.41
2008-11-03,70.14,71.36,66.45,66.94,2170000,52.95
2008-10-31,63.85,71.13,63.05,70.55,3739900,55.81
2008-10-30,64.11,65.02,61.54,64.16,2044800,50.76
2008-10-29,65.99,66.34,60.31,62.34,4660500,49.32
2008-10-28,57.21,67.54,53.87,67.01,5849800,53.01
2008-10-27,54.62,60.73,54.35,55.43,3318500,43.85
2008-10-24,53.49,62.70,53.35,56.80,4022200,44.93
2008-10-23,62.00,63.35,54.01,60.30,4757500,47.70
2008-10-22,62.29,63.30,58.59,60.64,4700800,47.97
2008-10-21,65.73,69.01,63.81,64.01,1986000,50.64
2008-10-20,66.95,68.11,63.38,67.70,2292300,53.56
2008-10-17,63.96,69.12,62.64,66.42,3024900,52.54
2008-10-16,64.04,67.84,58.95,66.02,5085100,52.23
2008-10-15,69.41,70.43,60.08,61.82,4558600,48.90
2008-10-14,80.99,80.99,65.20,71.00,5223500,56.17
2008-10-13,80.55,81.08,72.27,79.12,4269900,62.59
2008-10-10,67.39,78.23,64.15,78.23,8959600,61.89
2008-10-09,77.47,79.56,68.00,68.00,5573500,53.79
2008-10-08,70.10,80.43,70.10,77.00,5014100,60.91
2008-10-07,80.75,83.82,72.61,73.35,4678700,58.03
2008-10-06,77.65,82.40,73.97,79.61,4646100,62.98
2008-10-03,86.16,88.01,79.95,80.30,3782200,63.52
2008-10-02,89.69,90.33,83.88,84.38,3023000,66.75
2008-10-01,89.50,90.65,87.34,90.14,2023800,71.31
2008-09-30,88.24,91.49,87.38,90.95,2547200,71.95
2008-09-29,92.25,93.45,83.00,86.26,3423300,68.24
2008-09-26,90.50,95.05,89.45,94.71,2093100,74.92
2008-09-25,92.44,93.88,89.62,92.38,2032000,73.08
2008-09-24,93.65,94.79,89.90,91.46,2297200,72.35
2008-09-23,94.07,97.30,92.43,92.74,3055500,73.36
2008-09-22,104.27,104.70,92.70,93.45,3162400,73.93
2008-09-19,101.05,108.15,95.60,105.74,6014700,83.65
2008-09-18,86.99,100.92,84.75,100.92,6297300,79.84
2008-09-17,92.13,95.04,87.30,88.00,3796100,69.61
2008-09-16,87.98,96.85,87.92,95.12,4735800,75.25
2008-09-15,98.99,98.99,88.70,88.70,6453000,70.17
2008-09-12,101.35,103.96,100.38,103.84,1482300,82.15
2008-09-11,98.95,103.05,98.34,102.88,1677400,81.39
2008-09-10,101.90,102.53,98.83,101.35,1811200,80.18
2008-09-09,104.98,104.99,99.77,100.71,2479300,79.67
2008-09-08,103.85,104.84,101.08,104.84,2788900,82.94
2008-09-05,99.14,100.40,97.88,100.03,1948500,79.13
2008-09-04,102.10,102.57,99.85,100.44,1836000,79.46
2008-09-03,100.99,102.97,100.15,102.76,1034400,81.29
2008-09-02,101.99,102.27,99.05,100.94,1213300,79.85
2008-08-29,99.79,101.04,99.10,99.46,990800,78.68
2008-08-28,98.66,101.12,97.83,100.58,1184100,79.57
2008-08-27,96.23,98.48,95.78,97.67,920100,77.26
2008-08-26,96.38,97.27,94.57,96.51,1188300,76.35
2008-08-25,99.21,99.82,96.11,96.47,1513800,76.32
2008-08-22,97.03,100.65,97.00,100.20,1519700,79.27
2008-08-21,95.92,97.31,95.30,96.03,1585400,75.97
2008-08-20,97.14,97.83,94.91,97.03,1494900,76.76
2008-08-19,98.00,98.28,96.06,96.81,1757600,76.58
2008-08-18,103.12,103.12,98.42,98.90,1819500,78.24
2008-08-15,101.90,103.25,100.45,102.22,1137300,80.86
2008-08-14,98.53,102.14,98.50,101.91,1442500,80.62
2008-08-13,100.80,101.14,98.61,99.93,1850300,79.05
2008-08-12,102.35,103.90,100.14,101.14,1834400,80.01
2008-08-11,101.02,105.34,100.00,104.05,1897500,82.31
2008-08-08,97.63,101.48,97.63,100.92,2056500,79.84
2008-08-07,97.51,100.00,96.68,97.72,2924400,77.30
2008-08-06,98.10,99.99,96.34,99.12,1742200,77.70
2008-08-05,93.39,99.04,91.73,98.11,2282800,76.91
2008-08-04,94.40,94.40,92.02,92.40,1392600,72.43
2008-08-01,94.84,95.66,92.06,94.41,1188100,74.01
