Date,Open,High,Low,Close,Volume,Adj Close
2012-03-13,124.65,126.23,124.02,125.33,2989600,109.93
2012-03-12,121.11,122.57,120.09,121.07,1851200,106.20
2012-03-09,123.28,123.97,120.26,120.79,2055900,105.95
2012-03-08,123.81,124.26,122.50,123.39,2101400,108.23
2012-03-07,121.27,123.35,121.21,122.27,2290800,107.25
2012-03-06,119.97,120.74,118.60,119.38,2390700,104.71
2012-03-05,126.55,127.96,122.32,122.75,3160200,107.67
2012-03-02,124.20,132.59,123.21,127.27,14143200,111.63
2012-03-01,120.00,123.38,119.62,122.06,4312800,107.06
2012-02-29,116.50,119.84,116.05,118.54,4508300,103.98
2012-02-28,116.38,117.16,115.09,115.09,3111800,100.95
2012-02-27,117.41,117.60,116.33,116.52,1933600,102.21
2012-02-24,116.94,119.49,116.80,118.10,2087200,103.59
2012-02-23,117.68,118.13,115.79,116.34,1894300,102.05
2012-02-22,118.51,120.15,117.19,117.74,2340900,103.28
2012-02-21,118.65,121.58,117.99,119.40,8347500,104.73
2012-02-17,114.20,114.84,112.45,112.69,2115100,98.85
2012-02-16,111.58,112.90,110.63,112.67,1680100,98.83
2012-02-15,111.48,112.74,111.06,111.41,2250300,97.72
2012-02-14,109.80,111.85,109.18,111.16,2115800,97.50
2012-02-13,113.24,113.25,110.00,110.56,3733800,96.54
2012-02-10,112.50,114.21,112.02,113.20,1608600,98.84
2012-02-09,115.17,115.30,113.21,113.59,2144400,99.18
2012-02-08,113.26,114.66,112.71,114.64,2330200,100.10
2012-02-07,112.50,114.45,112.50,112.67,2191200,98.38
2012-02-06,114.44,114.87,112.05,112.83,3306100,98.52
2012-02-03,117.01,117.23,114.39,114.98,7266100,100.40
2012-02-02,118.53,120.81,117.10,120.78,4245900,105.46
2012-02-01,117.34,118.84,115.82,117.75,3266400,102.82
2012-01-31,117.10,117.65,114.87,115.23,1639200,100.62
2012-01-30,116.33,116.57,112.16,115.41,2890700,100.77
2012-01-27,119.00,120.00,118.13,119.07,1412000,103.97
2012-01-26,121.49,123.27,118.35,119.15,2380200,104.04
2012-01-25,118.54,121.17,117.47,120.42,2404200,105.15
2012-01-24,116.78,119.31,115.76,118.47,2498200,103.45
2012-01-23,115.79,119.57,115.64,117.27,2491300,102.40
2012-01-20,117.27,117.76,115.18,115.47,1518800,100.83
2012-01-19,118.63,119.08,116.00,117.35,2153600,102.47
2012-01-18,112.27,117.20,112.00,116.81,2978200,102.00
2012-01-17,110.46,113.68,110.36,111.90,3459400,97.71
2012-01-13,108.32,110.33,107.29,107.85,2641400,94.17
2012-01-12,106.98,110.94,104.62,109.80,6974000,95.88
2012-01-11,107.00,112.16,106.93,111.89,2586300,97.70
2012-01-10,109.16,109.30,106.84,107.53,1698500,93.89
2012-01-09,107.38,108.00,105.88,106.64,1567700,93.12
2012-01-06,110.90,111.19,106.72,106.94,3059100,93.38
2012-01-05,111.16,111.45,109.32,110.84,2247000,96.78
2012-01-04,113.65,114.00,111.92,112.01,1724100,97.81
2012-01-03,114.47,115.80,112.30,113.97,2032400,99.52
2011-12-30,110.15,112.25,109.70,110.49,1442700,96.48
2011-12-29,109.66,110.88,108.53,110.34,1490100,96.35
2011-12-28,113.55,113.75,109.09,109.22,1994800,95.37
2011-12-27,110.56,114.45,109.36,113.53,2488900,99.13
2011-12-23,107.97,110.06,107.91,110.00,1386500,96.05
2011-12-22,108.08,108.65,106.57,108.04,1409300,94.34
2011-12-21,106.94,108.39,105.00,107.94,2054000,94.25
2011-12-20,104.84,107.72,104.22,107.58,1976800,93.94
2011-12-19,106.50,108.65,101.90,102.20,1892200,89.24
2011-12-16,105.52,107.26,104.92,105.65,2322400,92.25
2011-12-15,103.41,105.29,101.02,104.58,2632600,91.32
2011-12-14,104.01,104.48,101.67,102.29,2749300,89.32
2011-12-13,109.33,110.49,103.77,104.41,2761200,91.17
2011-12-12,109.52,109.97,108.00,109.04,1819700,95.21
2011-12-09,110.22,111.88,108.63,110.86,4211500,96.80
2011-12-08,113.45,114.83,110.00,110.18,1908100,96.21
2011-12-07,112.50,114.55,110.00,114.05,2580100,99.59
2011-12-06,117.11,117.88,113.00,113.67,3073000,99.25
2011-12-05,120.58,120.92,116.03,117.63,2442500,102.71
2011-12-02,121.25,121.50,118.27,118.41,1573700,103.39
2011-12-01,119.85,121.66,117.58,118.96,1803300,103.87
2011-11-30,116.00,120.62,115.65,120.56,4301600,105.27
2011-11-29,114.32,115.00,110.00,110.14,2143700,96.17
2011-11-28,112.39,115.95,112.36,114.60,2501800,100.07
2011-11-25,107.18,109.77,106.77,107.02,1040100,93.45
2011-11-23,111.33,112.50,107.71,107.99,2834500,94.29
2011-11-22,110.48,114.17,110.07,112.90,2557200,98.58
2011-11-21,115.15,116.02,110.09,112.07,3713700,97.86
2011-11-18,121.78,123.13,119.82,121.76,2385700,101.95
2011-11-17,124.49,124.85,119.17,120.78,10289300,101.13
2011-11-16,126.19,127.05,122.94,123.25,2847900,103.20
2011-11-15,124.71,129.00,123.72,127.86,2045800,107.06
2011-11-14,125.07,128.98,124.34,125.02,3339600,104.68
2011-11-11,120.98,125.75,119.26,125.46,3099000,105.05
2011-11-10,125.18,125.50,117.40,119.57,4996400,100.12
2011-11-09,126.00,127.71,123.21,123.91,2471700,103.75
2011-11-08,130.22,130.72,126.75,129.04,2165900,108.05
2011-11-07,131.36,132.31,127.20,128.72,3834400,107.78
2011-11-04,132.21,134.46,131.05,131.65,1936200,110.23
2011-11-03,134.14,134.94,129.10,133.69,2612200,111.94
2011-11-02,133.39,136.70,131.29,132.54,3746800,110.98
2011-11-01,129.01,130.96,127.02,128.61,2806000,107.69
2011-10-31,135.52,137.92,132.68,132.80,2173800,111.20
2011-10-28,137.89,142.20,136.11,138.03,3989900,115.16
2011-10-27,134.03,138.36,131.57,136.89,5454500,114.21
2011-10-26,126.44,128.64,121.75,128.01,3268000,106.80
2011-10-25,126.75,128.00,123.00,123.18,2756000,102.77
2011-10-24,122.90,127.95,122.66,127.65,6639400,106.50
2011-10-21,124.60,125.55,117.37,120.40,5659100,100.45
2011-10-20,124.09,125.40,119.60,123.37,6757200,102.93
2011-10-19,136.77,139.30,129.50,130.27,6143100,108.68
2011-10-18,132.65,138.60,129.41,137.65,4552400,114.84
2011-10-17,133.66,138.24,133.16,134.81,3547200,112.47
2011-10-14,134.33,134.81,129.07,134.48,4003400,112.20
2011-10-13,136.86,137.90,129.90,131.28,6069300,109.53
2011-10-12,139.30,140.40,136.75,137.71,3042400,114.89
2011-10-11,138.84,140.95,136.04,137.77,3875400,114.94
2011-10-10,131.68,139.77,131.53,139.73,4630300,116.58
2011-10-07,136.18,137.85,127.96,129.06,5855000,107.67
2011-10-06,124.20,132.71,123.65,132.58,7173100,110.61
2011-10-05,117.25,120.30,115.05,119.94,4008400,100.06
2011-10-04,112.06,119.00,108.42,118.75,6166400,99.07
2011-10-03,111.86,115.35,107.78,110.67,6039600,92.33
2011-09-30,121.76,124.75,111.71,115.08,9434800,96.01
2011-09-29,138.55,139.47,120.42,125.54,8011000,104.74
2011-09-28,141.45,142.97,135.15,135.49,2393600,113.04
2011-09-27,140.22,144.42,139.16,140.02,2986000,116.82
2011-09-26,140.41,140.46,128.10,136.78,5166400,114.11
2011-09-23,138.47,142.63,138.05,138.67,2516700,115.69
2011-09-22,140.44,143.50,134.61,139.02,4453000,115.98
2011-09-21,154.81,156.49,147.06,147.21,2938900,122.82
2011-09-20,159.08,161.33,152.71,153.21,3295400,127.82
2011-09-19,149.94,159.63,147.85,158.31,3294400,132.08
2011-09-16,150.60,152.67,148.76,152.12,3347300,126.91
2011-09-15,150.05,150.89,145.14,149.61,2872100,124.82
2011-09-14,151.44,152.42,147.72,148.65,2563200,124.02
2011-09-13,151.62,151.74,147.55,150.69,2457500,125.72
2011-09-12,149.26,154.87,147.29,151.72,3442100,126.58
2011-09-09,151.10,152.83,146.85,148.43,1650400,123.83
2011-09-08,151.59,155.32,150.25,152.47,2023800,127.20
2011-09-07,153.45,153.59,150.65,152.65,1654300,127.35
2011-09-06,143.42,149.41,142.30,148.89,1851500,124.22
2011-09-02,149.20,149.78,146.01,147.90,1949500,123.39
2011-09-01,155.90,157.69,151.88,152.82,2183200,127.50
2011-08-31,155.00,156.45,152.90,154.72,2884000,129.08
2011-08-30,146.37,154.46,145.66,153.50,3239300,128.06
2011-08-29,142.61,147.13,141.82,147.11,1621800,122.73
2011-08-26,136.01,141.27,134.70,140.34,1737200,117.08
2011-08-25,140.30,141.45,136.30,137.19,2152300,114.46
2011-08-24,137.49,141.22,135.42,139.87,2438200,116.69
2011-08-23,130.95,138.24,129.06,138.14,2386000,115.25
2011-08-22,135.18,135.87,129.35,129.98,2488300,108.44
2011-08-19,132.27,138.83,130.14,131.34,3394200,109.58
2011-08-18,142.38,142.91,134.09,136.00,4070800,113.46
2011-08-17,147.69,150.40,145.68,147.60,2877600,123.14
2011-08-16,147.62,149.41,143.88,146.88,2083800,122.54
2011-08-15,146.37,149.65,145.32,149.10,2135800,124.39
2011-08-12,145.23,146.72,141.39,145.32,2938800,121.24
2011-08-11,136.71,143.10,132.26,140.92,3210500,117.57
2011-08-10,135.62,141.88,133.09,134.68,4199700,112.36
2011-08-09,129.59,139.92,125.09,139.68,4718800,116.53
2011-08-08,134.41,137.60,123.69,126.91,4501800,105.88
2011-08-05,143.72,144.33,132.86,139.91,4388900,116.73
2011-08-04,149.05,150.00,141.00,141.07,3381600,117.69
2011-08-03,146.96,151.98,142.91,151.75,3280600,126.60
2011-08-02,153.58,155.08,146.45,146.83,2703600,122.50
2011-08-01,157.74,158.27,152.56,154.21,2545400,128.66
2011-07-29,153.34,155.25,149.68,153.68,2537900,128.21
2011-07-28,159.17,159.82,155.01,155.43,2421600,129.67
2011-07-27,164.23,164.61,158.10,159.17,1932000,132.79
2011-07-26,164.48,164.92,163.14,164.13,862800,136.93
2011-07-25,163.74,165.00,163.31,164.62,1078900,136.92
2011-07-22,163.33,166.90,163.02,165.25,1963000,137.45
2011-07-21,161.31,164.50,160.28,163.76,1834000,136.21
2011-07-20,163.10,163.18,157.68,160.18,2170300,133.23
2011-07-19,169.15,172.58,160.72,162.27,5837000,134.97
2011-07-18,163.05,165.31,161.78,164.89,3312200,137.15
2011-07-15,160.32,162.70,158.15,162.62,1830200,135.26
2011-07-14,157.04,159.71,156.53,158.78,1821800,132.07
2011-07-13,158.65,159.77,155.86,156.35,1709700,130.05
2011-07-12,157.19,159.50,156.32,156.87,1740100,130.48
2011-07-11,159.17,160.61,155.96,156.81,2006100,130.43
2011-07-08,155.44,161.74,154.66,161.15,2194200,134.04
2011-07-07,155.14,159.17,155.13,157.49,1929200,130.99
2011-07-06,150.99,154.15,150.20,153.29,1790500,127.50
2011-07-05,149.87,151.44,148.41,151.16,1548900,125.73
2011-07-01,144.52,150.53,143.54,149.57,2573700,124.41
2011-06-30,141.00,145.88,140.45,143.54,2006900,119.39
2011-06-29,141.18,142.00,138.91,140.21,1772900,116.62
2011-06-28,135.00,139.95,135.00,139.43,1965300,115.97
2011-06-27,130.82,135.20,130.29,134.30,1539400,111.71
2011-06-24,132.90,133.20,130.22,131.33,1330600,109.23
2011-06-23,131.40,132.91,128.91,132.85,1931400,110.50
2011-06-22,134.58,136.42,132.94,133.07,1153900,110.68
2011-06-21,132.64,136.81,132.15,135.43,1675400,112.64
2011-06-20,129.25,133.00,128.41,132.27,1789700,110.02
2011-06-17,132.72,133.48,129.28,129.40,2120900,107.63
2011-06-16,129.84,131.46,128.15,129.95,1940000,108.09
2011-06-15,131.31,133.17,129.52,130.37,1533200,108.44
2011-06-14,132.50,133.84,131.43,133.06,1423900,110.67
2011-06-13,132.13,133.44,128.56,129.78,2352600,107.95
2011-06-10,134.42,134.84,131.29,131.99,2271700,109.78
2011-06-09,134.58,135.70,133.70,135.20,2180900,112.45
2011-06-08,136.19,137.77,134.14,134.60,2777300,111.95
2011-06-07,142.30,143.00,136.07,136.09,3236200,113.19
2011-06-06,143.32,144.75,141.21,141.30,1547300,117.53
2011-06-03,144.76,145.89,142.53,143.41,1723900,119.28
2011-06-02,146.34,147.42,143.40,146.26,1611000,121.65
2011-06-01,146.07,149.80,145.45,145.86,2366000,121.32
2011-05-31,147.82,149.10,145.75,146.52,1342600,121.87
2011-05-27,145.17,147.49,145.17,146.40,1227400,121.77
2011-05-26,143.14,145.78,142.75,145.34,1303200,120.89
2011-05-25,141.79,143.90,140.67,143.15,1650000,119.07
2011-05-24,143.69,143.75,140.80,141.75,1092200,117.90
2011-05-23,142.65,143.32,140.15,142.47,1800000,118.50
2011-05-20,146.27,147.13,144.49,144.98,1339100,120.59
2011-05-19,148.00,148.62,146.03,147.01,1574000,122.28
2011-05-18,143.18,147.46,142.35,146.86,1999100,122.15
2011-05-17,140.58,143.25,140.07,142.85,2156100,118.82
2011-05-16,146.45,147.29,139.80,140.54,2860700,116.90
2011-05-13,147.23,149.52,145.72,146.27,1545700,121.66
2011-05-12,147.59,148.50,146.20,146.83,1700000,122.13
2011-05-11,149.25,151.73,146.86,148.63,2092500,123.62
2011-05-10,145.57,150.20,145.25,149.74,2269400,124.55
2011-05-09,144.50,146.90,144.50,144.71,1258100,120.36
2011-05-06,145.95,147.38,144.00,144.34,1413300,120.06
2011-05-05,142.04,146.39,141.43,143.69,1500000,119.52
2011-05-04,145.70,145.70,140.66,143.13,2068800,119.05
2011-05-03,147.70,148.50,144.36,146.08,1500000,121.50
2011-05-02,148.36,151.69,147.23,147.87,2302100,122.99
2011-04-29,145.37,149.18,144.40,147.15,2956200,122.39
2011-04-28,146.57,147.33,143.74,145.71,1595600,120.78
2011-04-27,146.84,147.60,144.43,146.76,1489800,121.65
2011-04-26,147.69,147.73,145.08,146.19,1600000,121.18
2011-04-25,148.25,148.74,145.58,147.17,1330500,121.99
2011-04-21,146.50,149.27,145.27,147.71,1779200,122.44
2011-04-20,143.76,149.80,143.00,147.92,5512100,122.61
2011-04-19,141.25,141.34,136.93,138.93,2943100,115.16
2011-04-18,136.60,141.20,134.30,140.50,2816900,116.46
2011-04-15,135.00,140.37,134.54,138.46,2962300,114.77
2011-04-14,134.02,135.58,133.36,134.96,1391300,111.87
2011-04-13,132.11,135.71,131.63,135.15,2038900,112.03
2011-04-12,130.48,131.31,129.05,130.14,1223000,107.87
2011-04-11,133.08,133.75,130.88,131.97,1161200,109.39
2011-04-08,135.76,136.08,131.80,132.57,1627000,109.89
2011-04-07,134.63,136.34,133.13,135.38,1643000,112.22
2011-04-06,135.00,137.10,132.35,134.30,2179400,111.32
2011-04-05,132.50,134.31,131.67,133.14,1693200,110.36
2011-04-04,135.28,136.43,132.31,132.96,2220500,110.21
2011-04-01,130.00,135.85,129.71,133.01,3809300,110.25
2011-03-31,126.62,127.97,125.09,127.16,1428400,105.40
2011-03-30,126.50,127.72,125.54,127.66,1439000,105.82
2011-03-29,125.19,127.00,124.00,125.88,1140100,104.34
2011-03-28,127.68,127.72,124.64,125.12,1551900,103.71
2011-03-25,126.19,128.57,125.03,127.03,2108400,105.30
2011-03-24,121.99,124.82,121.73,124.24,2134200,102.98
2011-03-23,118.65,121.24,116.51,120.97,1926400,100.27
2011-03-22,122.26,123.43,118.21,118.41,3390700,98.15
2011-03-21,117.85,122.64,117.38,121.76,2526500,100.93
2011-03-18,120.20,120.20,116.39,116.46,2067100,96.53
2011-03-17,119.91,119.97,117.79,118.18,1272200,97.96
2011-03-16,119.68,121.06,116.55,117.04,2680700,97.01
2011-03-15,120.17,121.97,117.21,121.17,2450800,100.44
2011-03-14,122.48,124.36,120.60,123.99,1799300,102.78
2011-03-11,121.74,124.30,120.64,123.79,1779100,102.61
2011-03-10,126.55,126.55,122.40,123.09,2353900,102.03
2011-03-09,126.71,128.88,125.53,128.09,1685200,106.17
2011-03-08,126.62,128.48,125.84,127.06,1632100,105.32
2011-03-07,131.44,131.54,124.50,126.40,2228600,104.77
2011-03-04,130.53,132.25,129.09,130.81,2114200,108.43
2011-03-03,126.75,131.08,126.75,130.53,2434400,108.20
2011-03-02,125.75,126.99,124.54,126.08,1789600,104.51
2011-03-01,123.76,126.06,122.59,125.83,3349700,104.30
2011-02-28,123.13,124.07,121.00,122.93,1196000,101.90
2011-02-25,120.82,123.45,120.13,121.84,1215300,100.99
2011-02-24,120.12,120.80,117.33,119.29,1563700,98.88
2011-02-23,123.15,124.00,116.36,120.34,2631700,99.75
2011-02-22,126.04,126.94,122.70,123.07,1803000,102.01
2011-02-18,128.46,128.94,126.55,127.70,1273200,105.85
2011-02-17,128.16,129.49,127.55,128.46,1292500,106.48
2011-02-16,129.13,129.60,127.17,127.88,1420000,106.00
2011-02-15,127.53,129.50,127.00,128.20,1587100,106.27
2011-02-14,128.98,129.28,127.02,127.95,2078100,106.06
2011-02-11,119.51,129.37,118.50,129.10,5643900,107.01
2011-02-10,120.82,122.39,119.76,120.15,3207200,99.59
2011-02-09,119.56,122.41,118.62,121.53,2411400,100.74
2011-02-08,119.84,122.89,118.75,120.18,4494700,99.62
2011-02-07,116.81,119.25,115.55,118.01,2038400,97.82
2011-02-04,118.07,119.25,117.38,118.06,2198900,97.86
2011-02-03,119.06,121.00,117.88,119.40,2402600,98.97
2011-02-02,119.48,119.70,117.64,118.87,1414500,98.53
2011-02-01,117.00,119.50,115.50,119.18,2245500,98.79
2011-01-31,114.76,117.42,114.71,116.33,1794400,96.43
2011-01-28,119.44,120.75,114.40,114.51,2190000,94.92
2011-01-27,118.70,119.99,116.90,118.87,1681300,98.53
2011-01-26,115.70,119.24,114.85,118.66,2000800,98.36
2011-01-25,114.74,115.12,112.46,114.82,1826300,95.17
2011-01-24,116.13,116.86,114.50,115.38,1449100,95.64
2011-01-21,116.56,118.08,115.39,115.95,1538300,96.11
2011-01-20,117.54,118.09,114.00,116.24,1993300,96.35
2011-01-19,118.49,121.19,117.26,118.18,2457700,97.96
2011-01-18,120.50,121.74,118.27,118.86,1677000,98.52
2011-01-14,116.39,118.82,116.25,118.82,1679100,98.49
2011-01-13,118.41,119.18,116.35,116.72,2351000,96.75
2011-01-12,117.75,118.21,115.55,116.78,1969600,96.80
2011-01-11,119.75,119.90,116.34,117.09,2353900,97.06
2011-01-10,118.07,119.67,116.63,118.70,2180900,98.39
2011-01-07,115.66,119.33,115.38,118.73,3966000,98.42
2011-01-06,113.92,115.05,112.55,114.67,2051200,95.05
2011-01-05,111.55,114.69,111.55,113.84,2624900,94.36
2011-01-04,109.41,112.50,109.34,112.39,3656300,93.16
2011-01-03,106.25,109.09,106.08,108.99,3174100,90.34
2010-12-31,101.58,104.20,100.85,103.84,1390100,86.07
2010-12-30,102.19,102.58,101.02,101.71,784100,84.31
2010-12-29,102.21,103.13,101.63,102.61,1719900,85.05
2010-12-28,102.46,102.95,100.99,101.69,718400,84.29
2010-12-27,102.56,102.60,100.51,102.12,1049200,84.65
2010-12-23,104.11,104.60,102.51,103.00,950300,85.38
2010-12-22,106.22,106.25,103.62,104.00,1320600,86.21
2010-12-21,106.73,106.95,105.15,105.91,1621200,87.79
2010-12-20,106.00,107.00,105.20,105.77,2158200,87.67
2010-12-17,105.97,107.25,104.45,104.95,2408800,86.99
2010-12-16,103.37,107.00,103.02,105.59,3979500,87.52
2010-12-15,99.74,101.93,99.46,100.74,3583100,83.50
2010-12-14,100.28,101.68,99.21,99.60,1975700,82.56
2010-12-13,102.27,102.56,100.16,100.26,1582600,83.11
2010-12-10,101.97,101.97,100.27,101.00,1441400,83.72
2010-12-09,101.81,103.49,101.21,101.36,1715900,84.02
2010-12-08,101.79,102.28,100.47,101.45,2168900,84.09
2010-12-07,104.93,105.00,101.33,101.47,2139600,84.11
2010-12-06,102.93,103.58,102.46,102.96,1480900,85.34
2010-12-03,102.50,104.96,102.37,103.34,2441900,85.66
2010-12-02,105.06,106.12,101.71,103.47,4642700,85.77
2010-12-01,104.50,106.34,103.30,104.79,5110100,86.86
2010-11-30,101.05,103.50,100.90,101.10,2719400,83.80
2010-11-29,101.99,102.79,100.39,102.23,1755000,84.74
2010-11-26,102.08,103.50,102.00,102.09,621200,84.62
2010-11-24,103.42,104.49,102.37,103.16,1571000,85.51
2010-11-23,103.11,103.34,101.00,101.65,1833900,84.26
2010-11-22,103.27,105.96,102.21,105.21,2173100,87.21
2010-11-19,101.33,103.70,101.25,102.99,3846900,85.37
2010-11-18,107.91,110.41,106.90,108.95,3167600,83.68
2010-11-17,108.33,109.20,105.27,105.50,3531200,81.03
2010-11-16,110.92,113.07,107.35,108.06,3172100,82.99
2010-11-15,112.00,114.60,111.64,111.74,2052500,85.82
2010-11-12,114.07,114.31,110.12,111.00,2612300,85.25
2010-11-11,112.98,115.14,112.89,114.56,1696700,87.99
2010-11-10,114.14,115.19,112.06,114.25,2257300,87.75
2010-11-09,117.50,117.50,113.00,113.87,3142000,87.46
2010-11-08,112.97,116.93,112.13,116.54,5250300,89.51
2010-11-05,112.52,115.44,112.52,113.07,4887700,86.84
2010-11-04,110.00,113.58,108.27,112.52,5402900,86.42
2010-11-03,109.18,112.45,108.50,111.14,5311700,85.36
2010-11-02,111.73,113.96,108.84,112.57,6128200,86.46
2010-11-01,108.87,111.11,108.19,109.26,2399300,83.92
2010-10-29,106.40,108.46,106.01,107.16,1471500,82.30
2010-10-28,108.97,109.00,105.69,107.05,2346800,82.22
2010-10-27,104.61,104.89,102.73,104.54,1515800,80.29
2010-10-26,102.70,105.72,102.20,105.12,1830400,80.74
2010-10-25,104.25,106.20,103.25,103.35,1809300,79.38
2010-10-22,102.94,105.28,102.59,104.42,1948900,80.20
2010-10-21,103.00,107.36,101.70,103.24,4911100,79.29
2010-10-20,98.89,102.49,98.55,101.16,2777300,77.69
2010-10-19,100.48,100.64,97.30,97.89,2768600,75.18
2010-10-18,101.23,102.47,100.96,102.04,1548600,78.37
2010-10-15,102.50,103.13,100.30,101.94,2742700,78.29
2010-10-14,102.30,102.74,100.32,101.59,2820600,78.03
2010-10-13,101.69,103.86,100.00,102.19,5018600,78.49
2010-10-12,100.13,104.58,99.81,102.36,7210600,78.62
2010-10-11,95.34,102.75,95.05,101.78,9281500,78.17
2010-10-08,89.50,94.22,88.88,93.85,4291700,72.08
2010-10-07,90.73,91.00,88.55,89.27,1781700,68.56
2010-10-06,92.05,92.49,89.56,90.17,2667800,69.25
2010-10-05,91.95,93.20,91.00,92.71,2720100,71.20
2010-10-04,87.66,92.16,87.61,90.51,4713700,69.52
2010-10-01,87.60,87.94,85.80,87.09,2243800,66.89
2010-09-30,87.35,88.69,85.91,86.77,2619000,66.64
2010-09-29,87.06,87.54,85.72,86.48,2516900,66.42
2010-09-28,88.08,88.87,86.08,87.64,3144300,67.31
2010-09-27,89.49,89.60,87.00,87.12,3914200,66.91
2010-09-24,89.09,90.44,87.17,90.20,4416300,69.28
2010-09-23,90.28,91.00,86.06,87.05,4474200,66.86
2010-09-22,92.65,93.79,90.60,91.18,2761600,70.03
2010-09-21,95.00,95.88,92.00,92.73,3427300,71.22
2010-09-20,92.70,95.13,91.28,94.93,3151900,72.91
2010-09-17,90.48,92.23,90.01,91.91,4244900,70.59
2010-09-16,90.27,90.61,89.12,89.81,1192400,68.98
2010-09-15,89.80,90.75,89.37,90.28,1619200,69.34
2010-09-14,90.98,91.50,89.95,90.13,1472300,69.22
2010-09-13,91.00,91.33,90.27,90.88,1580800,69.80
2010-09-10,89.11,89.84,88.42,89.55,1409300,68.78
2010-09-09,89.83,90.58,88.46,88.84,2152700,68.23
2010-09-08,87.35,89.50,87.10,88.42,1625700,67.91
2010-09-07,87.13,87.94,86.28,86.67,1905700,66.57
2010-09-03,86.28,88.58,86.20,87.81,3212300,67.44
2010-09-02,82.75,84.86,82.19,84.67,1909500,65.03
2010-09-01,81.28,82.92,79.89,82.57,3247200,63.42
2010-08-31,81.38,83.12,80.00,80.61,4180800,61.91
2010-08-30,84.31,84.31,81.76,81.76,1532600,62.79
2010-08-27,82.76,85.11,80.50,84.34,2595100,64.78
2010-08-26,84.71,85.10,81.35,81.86,2380200,62.87
2010-08-25,81.66,84.61,80.50,84.30,2850700,64.75
2010-08-24,85.15,86.10,82.05,82.40,2959700,63.29
2010-08-23,88.58,88.74,86.03,86.08,1886200,66.11
2010-08-20,86.54,87.86,85.05,87.60,1922700,67.28
2010-08-19,89.40,89.65,86.03,86.53,2009900,66.46
2010-08-18,89.37,91.00,88.81,89.92,2289400,69.06
2010-08-17,88.39,91.21,88.04,89.55,2355500,68.78
2010-08-16,86.10,87.93,85.82,87.29,1687200,67.04
2010-08-13,86.76,88.24,86.70,87.26,1746400,67.02
2010-08-12,85.98,88.12,85.55,86.93,2226900,66.77
2010-08-11,88.50,89.58,87.00,87.19,2355800,66.97
2010-08-10,92.06,92.72,90.30,91.44,2546300,70.23
2010-08-09,92.00,93.98,90.92,93.76,2095600,71.82
2010-08-06,89.21,91.72,88.72,91.52,2178000,70.10
2010-08-05,91.14,92.44,89.74,90.31,2508800,69.18
2010-08-04,91.86,92.36,90.50,91.97,2241700,70.45
2010-08-03,88.76,91.65,87.71,91.50,2979900,70.09
2010-08-02,89.00,90.33,87.98,89.23,3340900,68.35
2010-07-30,84.50,87.69,83.26,87.68,5578500,67.16
2010-07-29,88.73,89.83,85.75,87.85,3530800,67.29
2010-07-28,87.45,89.20,86.72,87.87,2300100,67.31
2010-07-27,89.10,89.35,86.84,87.53,1911800,67.05
2010-07-26,87.54,89.17,86.25,88.64,1945800,67.90
2010-07-23,85.00,88.48,84.67,87.68,2187600,67.16
2010-07-22,83.58,86.00,83.21,85.48,2480800,65.48
2010-07-21,83.98,84.95,81.52,81.96,2970600,62.78
2010-07-20,78.06,83.34,78.00,83.25,2730400,63.77
2010-07-19,80.00,80.53,77.37,80.01,2146400,61.29
2010-07-16,83.02,83.27,79.20,79.57,2445800,60.95
2010-07-15,83.28,84.00,81.35,83.02,2589700,63.59
2010-07-14,81.37,83.35,80.55,83.27,3168600,63.78
2010-07-13,78.99,82.05,77.00,81.22,3203100,62.21
2010-07-12,79.32,80.00,76.60,77.81,2251600,59.60
2010-07-09,78.95,80.43,78.70,79.60,2636400,60.97
2010-07-08,79.34,80.10,76.91,78.85,2045100,60.40
2010-07-07,75.88,78.70,75.17,78.50,2754300,60.13
2010-07-06,76.20,77.48,74.03,74.96,2301300,57.42
2010-07-02,76.94,76.96,73.12,74.79,2525000,57.29
2010-07-01,77.00,77.84,73.29,76.13,3886500,58.31
2010-06-30,79.37,80.93,75.83,76.27,3424700,58.42
2010-06-29,82.74,83.00,78.14,78.55,5325300,60.17
2010-06-28,89.10,89.64,85.00,85.10,2803900,65.19
2010-06-25,86.31,89.13,85.42,89.04,4954400,68.20
2010-06-24,86.74,88.42,85.82,86.03,3908500,65.90
2010-06-23,84.85,86.57,83.63,85.77,1827100,65.70
2010-06-22,87.43,88.00,84.33,84.45,2168600,64.69
2010-06-21,86.97,88.50,86.05,86.86,2912500,66.53
2010-06-18,85.53,86.30,84.55,85.03,2148100,65.13
2010-06-17,86.00,86.52,84.20,85.55,1975700,65.53
2010-06-16,84.03,86.85,84.03,85.55,2592500,65.53
2010-06-15,83.10,85.23,82.60,84.90,2834400,65.03
2010-06-14,83.82,85.44,82.20,82.57,2948300,63.25
2010-06-11,80.06,82.85,79.66,82.83,1837300,63.45
2010-06-10,78.84,81.42,78.52,81.34,3020300,62.31
2010-06-09,78.90,80.55,76.45,77.14,4119800,59.09
2010-06-08,76.76,78.25,74.57,77.96,3709000,59.72
2010-06-07,80.65,81.00,75.37,75.60,2586600,57.91
2010-06-04,81.81,84.10,79.00,79.81,3096600,61.13
2010-06-03,83.52,85.00,82.37,84.16,1999000,64.47
2010-06-02,82.58,83.22,81.00,83.19,2404500,63.72
2010-06-01,82.58,84.88,81.41,81.53,2540900,62.45
