Date,Open,High,Low,Close,Volume,Adj Close
2012-03-16,64.23,64.50,64.18,64.47,8870500,60.84
2012-03-15,64.00,64.34,63.80,64.17,4734500,60.55
2012-03-14,64.20,64.63,63.95,64.06,6930200,60.45
2012-03-13,64.31,64.57,64.11,64.34,7450800,60.71
2012-03-12,63.31,64.05,63.01,63.94,8098100,60.34
2012-03-09,62.96,63.32,62.90,63.15,4096100,59.59
2012-03-08,62.90,63.12,62.73,62.95,4398300,59.40
2012-03-07,62.33,62.74,62.15,62.62,7509000,59.09
2012-03-06,62.35,62.82,62.22,62.28,7231200,58.77
2012-03-05,62.50,62.98,62.43,62.79,5646600,59.25
2012-03-02,62.54,62.68,62.40,62.52,6011800,59.00
2012-03-01,63.05,63.05,62.44,62.55,7660300,59.02
2012-02-29,62.90,63.13,62.81,62.94,7013800,59.39
2012-02-28,63.53,63.69,63.03,63.32,6407500,59.26
2012-02-27,63.18,63.75,63.05,63.32,25483800,59.26
2012-02-24,63.15,63.52,63.15,63.31,16088000,59.26
2012-02-23,63.18,63.24,62.83,63.13,19031400,59.09
2012-02-22,63.16,63.29,63.00,63.10,5506300,59.06
2012-02-21,63.05,63.39,62.97,63.14,6581800,59.10
2012-02-17,62.57,62.76,62.33,62.68,14646300,58.67
2012-02-16,63.20,63.30,62.73,62.73,11449400,58.71
2012-02-15,63.34,63.60,62.92,63.07,9099000,59.03
2012-02-14,63.52,63.98,63.29,63.52,12623200,59.45
2012-02-13,64.01,64.19,63.38,63.69,9295900,59.61
2012-02-10,64.12,64.19,63.63,63.95,10702500,59.85
2012-02-09,64.86,64.90,63.81,64.27,25593100,60.15
2012-02-08,66.82,66.92,66.47,66.74,6021900,62.47
2012-02-07,66.27,66.98,66.14,66.76,5597800,62.48
2012-02-06,66.42,66.76,66.13,66.52,4917700,62.26
2012-02-03,66.88,66.90,66.30,66.66,6295300,62.39
2012-02-02,66.60,66.70,66.20,66.40,5124100,62.15
2012-02-01,65.99,66.50,65.86,66.38,6351200,62.13
2012-01-31,65.50,65.69,65.28,65.67,5834300,61.46
2012-01-30,65.60,65.60,65.16,65.41,5712300,61.22
2012-01-27,66.25,66.42,65.67,65.81,5832500,61.59
2012-01-26,66.62,66.96,66.35,66.52,5345900,62.26
2012-01-25,65.88,66.80,65.67,66.70,5131300,62.43
2012-01-24,65.96,66.32,65.94,66.20,4148700,61.96
2012-01-23,65.92,66.15,65.39,66.10,5551000,61.87
2012-01-20,66.06,66.41,65.57,66.28,5538800,62.03
2012-01-19,65.14,66.05,64.95,65.91,8195800,61.69
2012-01-18,64.67,65.08,64.51,64.85,5373300,60.70
2012-01-17,64.76,65.09,64.60,64.65,7457600,60.51
2012-01-13,64.44,64.72,64.30,64.40,6677900,60.28
2012-01-12,65.10,65.18,64.47,64.62,5745700,60.48
2012-01-11,65.00,65.17,64.13,65.01,10470200,60.85
2012-01-10,65.98,66.05,65.47,65.66,4996000,61.45
2012-01-09,65.26,65.83,65.01,65.73,5859600,61.52
2012-01-06,66.27,66.27,65.29,65.39,6533000,61.20
2012-01-05,66.58,66.67,66.12,66.22,4909100,61.98
2012-01-04,66.41,66.84,66.12,66.74,6042400,62.47
2012-01-03,66.86,67.19,66.36,66.40,5348800,62.15
2011-12-30,66.42,66.69,66.24,66.35,2632900,62.10
2011-12-29,65.97,66.63,65.96,66.54,2840300,62.28
2011-12-28,66.38,66.50,65.84,65.91,3179800,61.69
2011-12-27,66.47,66.78,66.32,66.38,2544000,62.13
2011-12-23,66.28,66.69,66.12,66.57,2625700,62.31
2011-12-22,66.03,66.42,65.92,66.04,3537200,61.81
2011-12-21,65.22,66.25,65.22,66.04,4979700,61.81
2011-12-20,64.80,65.71,64.62,65.53,4800400,61.33
2011-12-19,64.63,65.17,64.20,64.37,4943000,60.25
2011-12-16,65.28,65.40,64.62,64.71,8619400,60.57
2011-12-15,64.03,65.10,63.94,64.85,6417700,60.70
2011-12-14,64.41,64.67,63.93,63.98,5665500,59.88
2011-12-13,64.95,65.24,64.14,64.28,4946400,60.16
2011-12-12,65.10,65.24,63.89,64.66,5834400,60.52
2011-12-09,64.44,65.40,64.42,65.19,6351700,61.01
2011-12-08,64.54,65.14,64.22,64.33,5170100,60.21
2011-12-07,64.45,65.17,64.23,64.91,5638400,60.75
2011-12-06,64.60,65.04,64.15,64.65,5992700,60.51
2011-12-05,64.69,64.77,64.09,64.40,5601300,60.28
2011-12-02,64.44,64.70,64.15,64.28,6571600,60.16
2011-12-01,64.27,64.47,63.83,64.09,7686200,59.99
2011-11-30,64.39,64.61,63.67,64.00,10022600,59.90
2011-11-29,63.09,64.01,63.00,63.66,6408900,59.10
2011-11-28,62.70,63.55,62.58,62.99,5459000,58.48
2011-11-25,62.70,62.91,62.40,62.49,2893500,58.01
2011-11-23,62.83,62.96,62.25,62.40,5386100,57.93
2011-11-22,62.89,63.54,62.88,63.18,4745100,58.66
2011-11-21,63.21,63.74,63.05,63.15,6964200,58.63
2011-11-18,64.05,64.14,63.04,63.89,10355300,59.31
2011-11-17,64.90,65.09,63.20,64.09,13519700,59.50
2011-11-16,64.43,66.65,64.28,65.09,17887600,60.43
2011-11-15,63.12,64.92,63.09,64.50,14947300,59.88
2011-11-14,63.19,63.23,62.50,62.80,3989700,58.30
2011-11-11,63.28,63.50,63.11,63.28,4932500,58.75
2011-11-10,62.65,63.26,62.29,62.96,5707900,58.45
2011-11-09,62.94,63.13,62.07,62.28,6851500,57.82
2011-11-08,62.61,63.75,62.32,63.66,8745400,59.10
2011-11-07,61.99,62.54,61.56,62.50,5022500,58.02
2011-11-04,62.50,62.53,61.67,61.99,6312800,57.55
2011-11-03,62.47,62.85,62.13,62.80,7680100,58.30
2011-11-02,62.68,62.79,62.15,62.41,7002600,57.94
2011-11-01,62.11,62.60,61.89,62.23,11377900,57.77
2011-10-31,62.59,63.58,62.59,62.95,9351500,58.44
2011-10-28,63.24,63.47,62.76,63.20,8076100,58.67
2011-10-27,62.91,63.06,62.17,62.88,11217200,58.38
2011-10-26,62.07,62.16,61.50,62.01,7588900,57.57
2011-10-25,62.37,62.57,61.71,61.82,9199100,57.39
2011-10-24,62.30,62.50,61.75,62.10,7490100,57.65
2011-10-21,62.57,62.88,62.00,62.28,10698900,57.82
2011-10-20,62.28,62.46,61.89,62.12,6210700,57.67
2011-10-19,62.40,62.76,62.02,62.11,5719700,57.66
2011-10-18,62.02,62.81,61.67,62.41,7361200,57.94
2011-10-17,61.86,62.62,61.80,61.89,5095000,57.46
2011-10-14,62.73,62.75,61.79,62.24,8736600,57.78
2011-10-13,62.19,62.49,62.01,62.36,6887300,57.89
2011-10-12,62.37,63.62,62.00,62.70,13796200,58.21
2011-10-11,61.57,61.82,60.51,60.95,10261900,56.58
2011-10-10,61.66,61.93,61.37,61.87,5985600,57.44
2011-10-07,60.98,61.56,60.60,61.02,7909800,56.65
2011-10-06,59.96,60.61,59.48,60.57,8023900,56.23
2011-10-05,60.15,60.34,59.33,60.29,9194000,55.97
2011-10-04,59.72,60.56,58.50,60.45,11390500,56.12
2011-10-03,61.59,62.20,60.24,60.29,10573100,55.97
2011-09-30,62.37,62.99,61.85,61.90,7405600,57.47
2011-09-29,62.74,63.12,61.95,62.58,6609100,58.10
2011-09-28,62.61,63.31,61.86,61.97,7054300,57.53
2011-09-27,62.72,63.13,62.23,62.43,7991500,57.96
2011-09-26,60.75,62.04,60.73,61.89,10312400,57.46
2011-09-23,60.59,60.79,59.65,60.34,11139000,56.02
2011-09-22,60.00,61.19,59.59,60.92,16341000,56.56
2011-09-21,61.64,62.01,60.74,60.79,14350400,56.44
2011-09-20,60.66,61.38,60.29,60.39,9630200,56.06
2011-09-19,61.12,61.19,60.00,60.56,13587000,56.22
2011-09-16,63.06,63.06,61.58,62.05,16669100,57.61
2011-09-15,62.08,63.59,60.98,63.22,18666400,58.69
2011-09-14,60.86,62.16,60.28,61.58,10606900,57.17
2011-09-13,60.30,60.93,60.12,60.54,9470700,56.20
2011-09-12,59.40,60.24,59.25,60.14,11253500,55.83
2011-09-09,61.07,61.20,59.68,59.99,14838300,55.69
2011-09-08,61.42,61.49,61.10,61.34,11827200,56.95
2011-09-07,62.98,62.99,61.18,61.62,14915300,57.21
2011-09-06,61.75,62.58,61.52,62.45,8216000,57.98
2011-09-02,63.63,64.11,63.18,63.30,5790000,58.77
2011-09-01,64.38,64.88,64.10,64.15,5986200,59.56
2011-08-31,64.13,64.75,64.01,64.43,8353600,59.82
2011-08-30,63.97,64.91,63.65,64.52,7969600,59.42
2011-08-29,63.71,64.21,63.54,64.16,18839600,59.09
2011-08-26,63.35,63.52,62.00,63.16,12274200,58.17
2011-08-25,63.77,63.92,62.75,63.02,13773400,58.04
2011-08-24,63.37,63.75,63.03,63.70,6789100,58.67
2011-08-23,62.15,63.48,62.10,63.48,7631200,58.46
2011-08-22,62.79,62.79,61.77,61.92,8212500,57.03
2011-08-19,62.57,63.15,61.85,62.07,13212600,57.16
2011-08-18,63.82,64.56,62.50,63.09,12016800,58.10
2011-08-17,63.77,64.78,63.68,64.62,7568700,59.51
2011-08-16,63.17,64.06,62.85,63.76,6746300,58.72
2011-08-15,63.49,63.75,63.17,63.57,7026800,58.55
2011-08-12,63.30,63.57,62.56,63.18,8808000,58.19
2011-08-11,60.41,63.59,60.41,62.87,14654100,57.90
2011-08-10,62.58,62.89,60.10,60.32,21692800,55.55
2011-08-09,63.51,63.89,60.61,63.09,27337100,58.10
2011-08-08,64.17,64.91,62.88,62.97,20127300,57.99
2011-08-05,64.14,65.48,63.48,64.67,18775700,59.56
2011-08-04,64.43,65.09,63.20,63.35,15201200,58.34
2011-08-03,63.34,64.59,63.18,64.48,11800200,59.38
2011-08-02,63.61,63.76,63.18,63.18,8047800,58.19
2011-08-01,64.22,64.43,63.45,63.86,7997200,58.81
2011-07-29,63.81,64.21,63.55,64.04,8711600,58.98
2011-07-28,64.15,64.40,63.88,63.89,6831700,58.84
2011-07-27,64.09,64.44,63.79,63.86,12889200,58.81
2011-07-26,64.65,64.65,64.01,64.07,12524600,59.01
2011-07-25,65.20,65.38,64.27,64.37,14148600,59.28
2011-07-22,66.18,66.25,65.24,65.76,10477200,60.56
2011-07-21,67.31,67.31,64.79,66.17,26300600,60.94
2011-07-20,68.86,68.87,68.28,68.49,5707000,63.08
2011-07-19,68.09,68.73,67.75,68.54,6550200,63.12
2011-07-18,68.61,68.61,67.38,68.00,6165000,62.63
2011-07-15,68.53,68.53,68.00,68.53,6760200,63.11
2011-07-14,68.74,69.08,68.44,68.60,4460000,63.18
2011-07-13,69.38,69.47,68.63,68.89,4955500,63.45
2011-07-12,69.20,69.54,68.86,69.01,5376300,63.56
2011-07-11,69.34,69.48,68.92,69.30,5248800,63.82
2011-07-08,70.01,70.39,69.46,69.93,6016400,64.40
2011-07-07,70.49,70.75,70.25,70.52,5695000,64.95
2011-07-06,69.80,70.21,69.75,70.17,5989600,64.62
2011-07-05,69.87,70.45,69.66,69.77,7317900,64.26
2011-07-01,70.08,70.36,69.61,70.19,6466900,64.64
2011-06-30,70.13,70.49,69.92,70.43,5280400,64.86
2011-06-29,69.77,70.26,69.75,69.96,5512200,64.43
2011-06-28,69.37,69.78,69.18,69.62,5162800,64.12
2011-06-27,68.53,69.33,68.53,69.05,7453200,63.59
2011-06-24,67.98,68.66,67.95,68.45,14860400,63.04
2011-06-23,68.27,68.54,67.46,67.98,8321100,62.61
2011-06-22,68.93,69.15,68.75,68.78,5429900,63.34
2011-06-21,69.28,69.34,68.80,68.93,5653900,63.48
2011-06-20,68.63,69.26,68.63,68.98,5061200,63.53
2011-06-17,69.30,69.49,68.56,68.72,7575900,63.29
2011-06-16,68.54,69.21,68.53,68.89,6250500,63.45
2011-06-15,69.16,69.57,68.24,68.48,7750700,63.07
2011-06-14,69.47,69.78,69.25,69.57,4832000,64.07
2011-06-13,68.74,69.32,68.62,69.06,4796400,63.60
2011-06-10,69.30,69.42,68.58,68.69,6987200,63.26
2011-06-09,68.97,69.95,68.75,69.51,6047000,64.02
2011-06-08,68.72,69.00,68.41,68.84,5477100,63.40
2011-06-07,69.20,69.30,68.84,68.93,7363600,63.48
2011-06-06,69.03,69.45,68.78,68.89,4933900,63.45
2011-06-03,68.97,69.35,68.71,68.97,5721400,63.52
2011-06-02,70.26,70.39,69.32,69.51,6139800,64.02
2011-06-01,70.58,70.87,70.28,70.29,7748200,64.73
2011-05-31,70.72,71.12,70.61,71.12,6547100,65.03
2011-05-27,70.61,71.03,70.28,70.40,4358200,64.37
2011-05-26,70.34,70.59,69.85,70.42,5896200,64.39
2011-05-25,70.62,70.87,70.24,70.45,5954400,64.41
2011-05-24,71.09,71.22,70.66,70.98,5267600,64.90
2011-05-23,70.92,71.34,70.78,71.04,5546300,64.95
2011-05-20,71.67,71.84,71.22,71.30,5916600,65.19
2011-05-19,71.34,71.89,71.17,71.78,5163600,65.63
2011-05-18,70.98,71.33,70.75,71.27,5556400,65.16
2011-05-17,70.44,71.46,70.32,71.11,6453900,65.02
2011-05-16,70.41,71.09,70.30,70.72,5928900,64.66
2011-05-13,70.70,71.27,70.22,70.56,7501700,64.51
2011-05-12,70.33,71.05,69.96,70.96,6333900,64.88
2011-05-11,69.85,70.78,69.80,70.20,6167300,64.18
2011-05-10,69.81,70.12,69.81,70.03,6118300,64.03
2011-05-09,69.64,69.98,69.48,69.82,5763100,63.84
2011-05-06,69.65,69.95,69.18,69.27,6792600,63.33
2011-05-05,69.40,69.69,68.46,68.83,7642700,62.93
2011-05-04,69.54,69.93,69.30,69.83,8129500,63.85
2011-05-03,68.88,69.59,68.88,69.59,6107500,63.63
2011-05-02,69.24,69.48,69.03,69.31,6235200,63.37
2011-04-29,69.62,69.94,68.65,68.89,8034200,62.99
2011-04-28,67.93,69.92,67.87,69.72,12755900,63.75
2011-04-27,67.73,68.25,67.66,67.93,5939200,62.11
2011-04-26,66.89,67.85,66.85,67.71,6600000,61.91
2011-04-25,67.15,67.27,66.84,67.03,4197500,61.29
2011-04-21,67.53,67.53,67.05,67.41,3876100,61.63
2011-04-20,67.26,67.49,66.98,67.33,4292200,61.56
2011-04-19,67.25,67.25,66.50,66.81,4973900,61.08
2011-04-18,66.73,67.33,66.44,67.15,5668400,61.40
2011-04-15,66.69,67.14,66.44,67.11,5398300,61.36
2011-04-14,66.34,66.87,66.12,66.70,4207700,60.98
2011-04-13,66.58,66.83,66.32,66.45,4203200,60.76
2011-04-12,65.78,66.71,65.56,66.57,7492900,60.86
2011-04-11,65.71,66.35,65.67,66.04,4385100,60.38
2011-04-08,65.76,66.00,65.35,65.73,4076700,60.10
2011-04-07,65.59,66.04,65.55,65.92,6105100,60.27
2011-04-06,65.51,65.88,65.51,65.75,3815300,60.12
2011-04-05,64.99,65.69,64.92,65.58,5762300,59.96
2011-04-04,64.93,65.12,64.86,65.09,4210300,59.51
2011-04-01,64.87,65.42,64.47,65.22,6350000,59.63
2011-03-31,65.09,65.23,64.35,64.41,7403500,58.89
2011-03-30,64.60,65.33,64.43,65.05,5794900,59.48
2011-03-29,64.41,64.61,64.03,64.16,5163800,58.66
2011-03-28,64.02,64.76,63.98,64.34,4971000,58.83
2011-03-25,64.19,64.47,63.95,63.98,5048600,58.50
2011-03-24,64.36,64.48,64.17,64.20,4146500,58.70
2011-03-23,63.95,64.36,63.75,64.20,3908000,58.70
2011-03-22,64.02,64.05,63.83,63.94,5038200,58.46
2011-03-21,63.85,64.30,63.50,64.10,6524500,58.61
2011-03-18,63.49,63.61,62.90,63.24,8427000,57.82
2011-03-17,62.91,63.26,62.56,63.08,6753400,57.67
2011-03-16,62.89,62.92,62.05,62.31,8406300,56.97
2011-03-15,63.44,63.64,62.70,63.01,8730100,57.61
2011-03-14,64.26,64.43,63.59,64.14,5896600,58.64
2011-03-11,64.61,64.89,64.33,64.65,6875600,59.11
2011-03-10,64.34,64.86,64.12,64.43,8663100,58.91
2011-03-09,63.70,64.83,63.56,64.65,7746100,59.11
2011-03-08,63.31,63.90,63.31,63.79,7520000,58.32
2011-03-07,63.43,63.59,63.20,63.47,7018900,58.03
2011-03-04,63.78,63.87,63.03,63.40,7662000,57.97
2011-03-03,63.19,63.98,63.00,63.75,8445800,58.29
2011-03-02,62.95,62.99,62.54,62.94,7061400,57.55
2011-03-01,63.69,63.95,63.19,63.21,8086400,57.35
2011-02-28,63.78,63.96,63.37,63.42,8022500,57.54
2011-02-25,62.99,63.89,62.89,63.60,6523300,57.71
2011-02-24,62.85,63.20,62.71,63.03,9120900,57.19
2011-02-23,63.20,63.77,62.90,62.93,9527000,57.10
2011-02-22,62.66,63.53,62.57,63.15,9637500,57.30
2011-02-18,64.51,64.51,63.20,63.41,14023700,57.54
2011-02-17,63.28,64.71,63.22,64.70,10851000,58.71
2011-02-16,64.09,64.48,63.84,63.96,8043300,58.03
2011-02-15,63.29,64.45,63.06,64.35,9487900,58.39
2011-02-14,63.96,64.33,63.17,63.34,9108700,57.47
2011-02-11,62.62,64.02,62.56,63.87,9016500,57.95
2011-02-10,63.48,64.19,62.94,63.36,15759300,57.49
2011-02-09,64.38,64.76,63.97,64.42,6132000,58.45
2011-02-08,63.62,64.27,63.51,64.17,6064800,58.23
2011-02-07,63.95,63.98,63.26,63.68,8157900,57.78
2011-02-04,64.15,64.28,63.66,63.84,8423900,57.93
2011-02-03,64.51,64.68,64.01,64.18,6693300,58.23
2011-02-02,64.44,64.86,64.04,64.65,8221000,58.66
2011-02-01,64.53,65.14,64.30,65.05,7138100,59.02
2011-01-31,64.35,64.68,64.09,64.31,8666100,58.35
2011-01-28,65.45,65.84,64.12,64.40,10455700,58.43
2011-01-27,65.73,65.95,65.45,65.56,6819700,59.49
2011-01-26,65.89,66.04,65.52,65.86,6797600,59.76
2011-01-25,66.01,66.25,65.75,65.77,4986100,59.68
2011-01-24,65.79,66.18,65.60,66.18,4713700,60.05
2011-01-21,66.19,66.32,65.67,65.87,5564400,59.77
2011-01-20,65.94,66.33,65.81,65.90,7131000,59.79
2011-01-19,66.67,66.69,65.69,65.90,7872400,59.79
2011-01-18,66.46,67.15,66.40,66.57,6066000,60.40
2011-01-14,67.15,67.16,66.57,66.78,5986100,60.59
2011-01-13,66.70,67.46,66.65,66.91,7943000,60.71
2011-01-12,66.71,67.07,66.55,66.73,5265100,60.55
2011-01-11,66.34,66.75,66.01,66.33,4686400,60.19
2011-01-10,66.13,66.32,65.84,66.05,5220500,59.93
2011-01-07,66.82,66.82,66.25,66.39,4899100,60.24
2011-01-06,66.71,66.95,66.38,66.84,7648900,60.65
2011-01-05,65.71,66.88,65.56,66.59,10381900,60.42
2011-01-04,66.10,66.19,65.12,65.41,7897100,59.35
2011-01-03,65.91,66.09,65.60,65.75,6787300,59.66
2010-12-31,65.05,65.55,65.03,65.33,2977400,59.28
2010-12-30,65.31,65.62,65.09,65.12,3507400,59.09
2010-12-29,65.44,65.77,65.33,65.33,3248600,59.28
2010-12-28,65.20,65.53,65.18,65.28,3071200,59.23
2010-12-27,65.64,65.71,65.41,65.42,2358500,59.36
2010-12-23,65.65,65.92,65.51,65.69,3297400,59.60
2010-12-22,65.46,65.72,65.21,65.68,3977600,59.60
2010-12-21,66.37,66.51,65.12,65.40,7830800,59.34
2010-12-20,65.82,66.35,65.75,66.31,5549500,60.17
2010-12-17,65.73,66.00,65.46,65.97,7334800,59.86
2010-12-16,65.24,65.79,65.19,65.75,4830000,59.66
2010-12-15,65.37,65.48,65.10,65.24,4526400,59.20
2010-12-14,65.64,65.87,65.33,65.59,5751600,59.51
2010-12-13,65.06,65.72,64.80,65.53,9261700,59.46
2010-12-10,64.84,65.00,64.59,64.90,5426900,58.89
2010-12-09,64.79,64.79,64.28,64.72,6173400,58.72
2010-12-08,64.80,64.88,64.47,64.63,5431600,58.64
2010-12-07,64.98,65.07,64.61,64.68,5630100,58.69
2010-12-06,65.16,65.17,64.68,64.73,4502700,58.73
2010-12-03,65.08,65.63,65.03,65.17,5679100,59.13
2010-12-02,65.50,65.56,64.76,65.20,8829800,59.16
2010-12-01,64.79,65.72,64.59,65.63,9970600,59.55
2010-11-30,64.05,64.86,63.77,64.63,11252100,58.21
2010-11-29,63.76,64.14,63.43,64.01,5782100,57.65
2010-11-26,64.33,64.34,63.87,63.90,2386800,57.55
2010-11-24,64.20,64.41,63.90,64.33,5270200,57.94
2010-11-23,64.11,64.24,63.59,63.89,7198400,57.54
2010-11-22,64.76,64.85,64.17,64.70,4630100,58.27
2010-11-19,64.42,64.71,64.27,64.71,5511800,58.28
2010-11-18,64.00,64.99,63.61,64.77,6984000,58.33
2010-11-17,64.12,64.24,63.72,63.94,5016700,57.59
2010-11-16,64.28,65.00,63.83,64.04,8021500,57.68
2010-11-15,64.86,64.97,64.36,64.42,5533000,58.02
2010-11-12,64.63,64.90,64.37,64.64,4914000,58.22
2010-11-11,64.98,65.22,64.70,64.90,4743500,58.45
2010-11-10,65.04,65.39,64.62,65.25,7065800,58.77
2010-11-09,65.33,65.42,64.80,65.30,6301300,58.81
2010-11-08,65.00,65.31,64.75,65.11,5521500,58.64
2010-11-05,65.26,65.35,64.76,65.08,6940900,58.61
2010-11-04,65.74,65.83,64.50,65.35,9981300,58.86
2010-11-03,65.72,65.75,64.58,65.20,7577100,58.72
2010-11-02,65.77,66.10,65.66,65.80,4670800,59.26
2010-11-01,65.49,65.89,65.14,65.55,5916600,59.04
2010-10-29,65.07,65.30,64.86,65.30,5549400,58.81
2010-10-28,64.37,65.12,64.35,65.01,6436100,58.55
2010-10-27,64.50,64.51,63.78,64.27,7961700,57.88
2010-10-26,64.80,64.99,64.55,64.79,6900800,58.35
2010-10-25,65.18,65.33,64.88,65.05,6580800,58.59
2010-10-22,65.24,65.50,64.85,65.01,5043200,58.55
2010-10-21,65.02,65.47,64.82,65.18,8670700,58.70
2010-10-20,65.70,65.82,64.87,64.97,11569400,58.51
2010-10-19,66.06,66.22,64.95,65.41,8357700,58.91
2010-10-18,66.82,67.02,66.48,66.50,4820100,59.89
2010-10-15,66.89,67.00,66.46,66.68,6272100,60.05
2010-10-14,66.45,66.84,66.45,66.64,6162300,60.02
2010-10-13,66.31,66.80,66.20,66.40,5990500,59.80
2010-10-12,65.29,66.47,65.00,66.08,7807800,59.51
2010-10-11,65.74,65.76,65.30,65.52,5283100,59.01
2010-10-08,66.13,66.15,65.27,65.75,8810500,59.22
2010-10-07,66.60,66.70,65.18,66.10,20029500,59.53
2010-10-06,67.55,68.11,67.40,68.11,7204100,61.34
2010-10-05,67.03,67.82,66.91,67.76,7246100,61.03
2010-10-04,66.99,66.99,66.52,66.87,4890200,60.22
2010-10-01,66.76,67.00,66.28,67.00,5397000,60.34
2010-09-30,66.95,67.31,66.25,66.44,7002300,59.84
2010-09-29,66.54,67.00,66.23,66.75,5553200,60.12
2010-09-28,66.35,66.91,65.81,66.78,5305300,60.14
2010-09-27,66.07,66.76,66.06,66.37,5230300,59.77
2010-09-24,66.10,66.41,65.83,66.13,6366300,59.56
2010-09-23,66.19,66.19,65.66,65.79,5877800,59.25
2010-09-22,66.63,66.90,66.31,66.66,5225800,60.04
2010-09-21,66.91,66.91,65.93,66.46,7455500,59.86
2010-09-20,66.26,66.98,66.05,66.89,5057100,60.24
2010-09-17,66.76,66.90,66.10,66.12,7908400,59.55
2010-09-16,66.40,66.66,66.17,66.61,4174900,59.99
2010-09-15,65.83,66.54,65.76,66.50,4745000,59.89
2010-09-14,66.17,66.36,65.93,65.98,4145400,59.42
2010-09-13,66.45,66.52,65.85,66.25,4469200,59.67
2010-09-10,66.15,66.50,65.86,66.41,4234800,59.81
2010-09-09,65.90,66.21,65.42,66.10,5835800,59.53
2010-09-08,65.44,65.70,65.26,65.43,4318900,58.93
2010-09-07,65.10,66.01,65.10,65.48,5284700,58.97
2010-09-03,65.11,65.71,65.11,65.57,5862600,59.05
2010-09-02,64.97,65.31,64.52,64.97,4158600,58.51
2010-09-01,64.52,65.05,64.52,64.89,6382100,58.44
2010-08-31,63.49,64.34,63.18,64.18,6624800,57.37
2010-08-30,64.09,64.43,63.60,63.60,3697900,56.85
2010-08-27,64.20,64.47,63.38,64.12,5227700,57.32
2010-08-26,64.82,64.82,63.85,64.13,4604900,57.32
2010-08-25,64.37,64.85,64.20,64.57,5322700,57.72
2010-08-24,64.50,65.24,64.21,64.78,5442800,57.91
2010-08-23,65.14,65.40,64.78,64.82,3263900,57.94
2010-08-20,64.30,65.28,64.30,64.80,5655000,57.92
2010-08-19,65.50,65.52,64.26,64.66,4549600,57.80
2010-08-18,65.66,65.84,65.25,65.52,3857900,58.57
2010-08-17,65.68,66.00,65.22,65.55,4357200,58.59
2010-08-16,65.30,65.50,64.80,65.43,3564500,58.49
2010-08-13,65.07,65.71,64.86,65.56,4516700,58.60
2010-08-12,64.91,65.35,64.78,65.18,4924700,58.26
2010-08-11,65.98,66.07,65.45,65.45,5544600,58.50
2010-08-10,66.05,66.83,66.00,66.53,7411000,59.47
2010-08-09,66.00,66.60,65.93,66.42,5492700,59.37
2010-08-06,65.13,65.97,65.13,65.90,5500700,58.91
2010-08-05,65.68,65.87,65.06,65.58,5143100,58.62
2010-08-04,65.72,66.35,65.37,66.17,6663800,59.15
2010-08-03,65.11,65.92,65.00,65.77,5577200,58.79
2010-08-02,65.47,65.47,64.88,65.27,6479700,58.34
2010-07-30,64.45,65.18,64.31,64.91,5337400,58.02
2010-07-29,65.33,65.59,64.71,64.89,5579600,58.00
2010-07-28,65.51,65.69,65.00,65.20,4321400,58.28
2010-07-27,65.30,65.79,64.71,65.69,6032200,58.72
2010-07-26,64.36,65.03,64.19,64.98,4029100,58.08
2010-07-23,64.05,64.75,64.05,64.45,5187700,57.61
2010-07-22,64.46,64.86,64.00,64.21,7032800,57.40
2010-07-21,64.78,64.98,63.67,63.95,8690200,57.16
2010-07-20,61.77,64.87,61.71,64.73,11243100,57.86
2010-07-19,62.39,62.52,62.00,62.05,5969400,55.47
2010-07-16,63.05,63.53,62.24,62.45,9510200,55.82
2010-07-15,63.58,63.71,62.99,63.16,8124100,56.46
2010-07-14,63.23,63.70,63.06,63.56,5687500,56.82
2010-07-13,64.25,64.26,63.35,63.43,7312300,56.70
2010-07-12,63.25,63.75,63.05,63.74,4205300,56.98
2010-07-09,64.03,64.11,63.30,63.50,5020500,56.76
2010-07-08,63.21,64.00,62.91,64.00,6660800,57.21
2010-07-07,61.60,63.08,61.27,62.93,7296200,56.25
2010-07-06,61.74,61.89,60.95,61.64,6950100,55.10
2010-07-02,61.54,62.15,61.38,61.53,5987800,55.00
2010-07-01,61.13,61.66,60.32,61.52,10852500,54.99
2010-06-30,61.28,61.73,60.50,60.95,8760700,54.48
2010-06-29,61.46,61.77,60.89,61.23,9054500,54.73
2010-06-28,61.12,62.17,61.00,61.96,8532400,55.38
2010-06-25,62.49,62.49,60.77,60.77,22934200,54.32
2010-06-24,62.37,62.99,62.25,62.40,6185400,55.78
2010-06-23,63.22,63.22,62.31,62.73,6509700,56.07
2010-06-22,64.03,64.25,63.18,63.30,5978900,56.58
2010-06-21,64.54,64.79,63.74,64.02,5158800,57.23
2010-06-18,64.61,64.67,64.03,64.08,8947600,57.28
2010-06-17,63.96,64.56,63.75,64.49,5179300,57.65
2010-06-16,63.79,64.05,63.56,63.91,5960000,57.13
2010-06-15,63.88,64.29,63.84,64.24,6249100,57.42
2010-06-14,63.90,64.23,63.24,63.85,4941800,57.07
2010-06-11,63.50,63.56,62.94,63.56,5466100,56.82
2010-06-10,63.03,63.90,63.03,63.84,6567800,57.07
2010-06-09,62.86,63.07,62.33,62.49,7056300,55.86
2010-06-08,61.44,62.80,61.40,62.65,7538300,56.00
2010-06-07,61.37,62.56,61.29,61.73,7694100,55.18
