Date,Open,High,Low,Close,Volume,Adj Close
2012-02-27,510.12,518.47,507.47,514.23,282900,514.23
2012-02-24,508.46,513.63,505.83,512.76,206900,512.76
2012-02-23,505.30,509.71,503.02,506.36,161300,506.36
2012-02-22,503.61,508.07,501.02,504.08,183000,504.08
2012-02-21,506.51,508.97,500.00,504.91,175200,504.91
2012-02-17,507.32,511.90,505.00,505.99,252900,505.99
2012-02-16,505.48,513.25,503.50,507.54,364900,507.54
2012-02-15,515.18,515.61,504.72,505.23,407300,505.23
2012-02-14,502.71,514.55,500.62,510.40,481700,510.40
2012-02-13,492.58,506.01,492.10,503.07,476700,503.07
2012-02-10,488.98,493.50,486.40,490.83,294700,490.83
2012-02-09,493.47,493.52,487.77,492.41,243800,492.41
2012-02-08,492.58,493.28,485.00,491.92,280100,491.92
2012-02-07,489.14,494.57,488.39,494.00,227300,494.00
2012-02-06,489.66,494.26,483.13,491.39,357900,491.39
2012-02-03,486.35,495.53,483.50,492.01,675800,492.01
2012-02-02,464.00,488.84,463.50,483.00,1072800,483.00
2012-02-01,461.47,464.94,458.90,462.94,204800,462.94
2012-01-31,459.50,460.50,453.90,459.91,226100,459.91
2012-01-30,455.00,458.00,451.35,456.52,341400,456.52
2012-01-27,454.57,461.59,453.02,459.00,209300,459.00
2012-01-26,456.96,458.72,452.00,456.38,422400,456.38
2012-01-25,436.64,455.66,436.64,455.66,524200,455.66
2012-01-24,441.50,446.09,437.50,440.00,422600,440.00
2012-01-23,447.36,457.86,441.00,444.39,766200,444.39
2012-01-20,445.00,449.78,429.26,445.68,1613700,445.68
2012-01-19,473.72,476.49,467.50,474.65,589100,474.65
2012-01-18,465.57,471.20,465.41,470.86,295200,470.86
2012-01-17,464.29,467.00,462.15,465.36,312400,465.36
2012-01-13,457.44,460.99,454.00,459.44,203400,459.44
2012-01-12,457.49,460.85,455.05,458.13,215300,458.13
2012-01-11,448.37,457.76,446.10,456.95,319200,456.95
2012-01-10,453.58,456.44,446.55,450.19,435300,450.19
2012-01-09,458.81,459.76,450.25,451.50,466200,451.50
2012-01-06,470.99,472.97,458.89,460.46,507500,460.46
2012-01-05,467.92,472.63,464.06,472.36,523300,472.36
2012-01-04,472.03,474.50,466.00,466.94,290700,466.94
2012-01-03,470.95,473.93,467.17,471.71,344600,471.71
2011-12-30,466.32,469.25,463.01,463.01,181400,463.01
2011-12-29,457.63,466.04,455.74,466.03,211000,466.03
2011-12-28,464.99,465.00,456.54,457.70,163400,457.70
2011-12-27,458.50,465.65,455.57,463.47,261700,463.47
2011-12-23,450.00,458.74,449.00,457.66,265100,457.66
2011-12-22,443.63,450.00,442.81,447.86,260400,447.86
2011-12-21,445.22,445.25,438.78,440.73,248300,440.73
2011-12-20,438.07,445.38,435.67,443.58,323900,443.58
2011-12-19,434.99,436.95,431.07,432.19,196600,432.19
2011-12-16,431.11,434.14,426.56,432.12,333900,432.12
2011-12-15,426.46,429.61,420.84,428.35,350900,428.35
2011-12-14,431.72,433.93,421.73,423.52,381900,423.52
2011-12-13,437.35,443.99,431.52,434.39,287700,434.39
2011-12-12,438.35,438.54,431.76,433.71,204500,433.71
2011-12-09,433.34,441.10,431.94,440.40,236400,440.40
2011-12-08,438.52,440.57,429.68,430.00,194400,430.00
2011-12-07,435.52,441.54,432.43,439.88,240600,439.88
2011-12-06,438.00,440.43,433.45,439.95,422000,439.95
2011-12-05,439.19,444.82,433.90,436.43,296800,436.43
2011-12-02,440.00,445.70,429.07,433.85,515000,433.85
2011-12-01,424.67,438.56,424.55,435.59,421200,435.59
2011-11-30,434.52,437.98,428.76,434.21,485400,434.21
2011-11-29,423.18,425.81,420.95,422.62,299000,422.62
2011-11-28,423.00,427.50,420.06,424.96,366500,424.96
2011-11-25,412.03,419.98,412.00,413.26,156400,413.26
2011-11-23,415.21,422.41,410.37,416.93,233800,416.93
2011-11-22,419.24,423.20,415.00,418.68,282900,418.68
2011-11-21,418.33,423.31,414.10,420.82,309400,420.82
2011-11-18,426.50,430.35,415.20,423.06,342700,423.06
2011-11-17,441.81,441.81,423.41,428.89,369600,428.89
2011-11-16,442.82,447.00,438.00,438.46,421500,438.46
2011-11-15,440.83,449.06,439.13,448.77,224500,448.77
2011-11-14,439.55,447.50,438.23,440.48,203500,440.48
2011-11-11,432.39,441.89,432.05,439.99,221700,439.99
2011-11-10,432.52,435.02,425.00,429.54,229000,429.54
2011-11-09,431.97,437.27,426.61,429.28,291500,429.28
2011-11-08,432.97,442.00,432.37,441.19,220300,441.19
2011-11-07,428.53,434.99,428.00,432.37,270200,432.37
2011-11-04,436.48,437.25,428.23,432.23,222600,432.23
2011-11-03,431.44,438.21,426.60,437.35,269900,437.35
2011-11-02,428.97,431.72,422.87,427.10,240700,427.10
2011-11-01,425.46,431.45,420.42,426.17,412300,426.17
2011-10-31,434.00,441.49,433.86,433.86,288500,433.86
2011-10-28,434.00,443.00,432.01,436.53,370000,436.53
2011-10-27,428.20,440.68,426.28,435.31,600700,435.31
2011-10-26,426.95,427.86,417.42,420.54,270100,420.54
2011-10-25,422.00,428.20,417.56,419.37,357200,419.37
2011-10-24,412.72,429.44,412.50,422.39,562600,422.39
2011-10-21,412.87,420.00,408.16,415.63,542300,415.63
2011-10-20,422.11,422.50,413.00,418.41,442800,418.41
2011-10-19,413.79,425.49,410.00,417.62,1442500,417.62
2011-10-18,389.78,391.94,380.00,382.76,688900,382.76
2011-10-17,393.18,394.20,386.02,388.03,310200,388.03
2011-10-14,391.31,395.42,389.25,393.38,269700,393.38
2011-10-13,381.78,388.49,381.63,387.25,205100,387.25
2011-10-12,387.60,389.99,380.79,382.16,304800,382.16
2011-10-11,376.97,388.68,376.00,385.35,332100,385.35
2011-10-10,369.59,380.22,369.28,379.37,302400,379.37
2011-10-07,375.03,375.11,363.30,364.45,320500,364.45
2011-10-06,369.32,375.18,364.75,372.90,465500,372.90
2011-10-05,365.15,367.33,355.23,367.00,427400,367.00
2011-10-04,342.20,364.22,341.21,364.03,609800,364.03
2011-10-03,360.32,365.53,348.53,348.76,388800,348.76
2011-09-30,368.25,370.00,363.31,364.28,341200,364.28
2011-09-29,384.04,387.20,366.15,373.22,379400,373.22
2011-09-28,388.71,390.87,376.49,377.74,296300,377.74
2011-09-27,384.36,394.00,381.51,388.09,390900,388.09
2011-09-26,375.45,379.38,362.92,376.76,312300,376.76
2011-09-23,365.50,379.69,363.55,375.01,377900,375.01
2011-09-22,366.32,376.00,360.33,368.56,650300,368.56
2011-09-21,389.38,394.71,379.99,380.29,312200,380.29
2011-09-20,396.92,402.35,388.01,388.69,432700,388.69
2011-09-19,386.38,396.15,384.00,393.55,337500,393.55
2011-09-16,397.36,397.94,389.15,390.54,468000,390.54
2011-09-15,388.04,395.85,383.56,395.07,450000,395.07
2011-09-14,382.19,390.00,376.53,386.00,424100,386.00
2011-09-13,373.76,380.78,371.99,379.39,385000,379.39
2011-09-12,363.07,372.70,363.01,371.81,397700,371.81
2011-09-09,376.66,383.55,366.16,369.22,563600,369.22
2011-09-08,386.35,389.00,379.83,380.85,362200,380.85
2011-09-07,380.90,389.00,379.74,389.00,379500,389.00
2011-09-06,357.60,377.73,355.00,376.81,415000,376.81
2011-09-02,371.40,377.70,368.31,370.63,399200,370.63
2011-09-01,382.40,389.00,377.04,379.43,522300,379.43
2011-08-31,381.77,388.59,376.99,381.35,603500,381.35
2011-08-30,374.08,380.89,371.73,378.55,386400,378.55
2011-08-29,361.02,383.71,358.93,375.86,847100,375.86
2011-08-26,344.36,357.58,339.65,356.93,532000,356.93
2011-08-25,352.00,353.43,342.25,346.87,482500,346.87
2011-08-24,336.45,350.00,336.00,349.72,541300,349.72
2011-08-23,323.33,340.00,322.55,339.97,496100,339.97
2011-08-22,335.50,336.96,320.00,321.45,588100,321.45
2011-08-19,329.58,339.62,329.06,329.49,499600,329.49
2011-08-18,338.50,341.46,331.15,334.35,512700,334.35
2011-08-17,342.90,357.44,342.90,347.51,301500,347.51
2011-08-16,348.82,354.25,343.67,349.00,391300,349.00
2011-08-15,347.96,351.45,342.01,351.09,312600,351.09
2011-08-12,344.74,350.45,342.50,346.83,446900,346.83
2011-08-11,331.83,345.69,330.01,342.01,437300,342.01
2011-08-10,334.08,339.99,326.32,328.00,660000,328.00
2011-08-09,338.70,342.96,322.38,342.57,925700,342.57
2011-08-08,348.13,353.89,331.06,331.77,935600,331.77
2011-08-05,361.73,364.50,348.89,358.57,739400,358.57
2011-08-04,376.31,376.88,358.28,358.84,483900,358.84
2011-08-03,385.99,386.00,367.22,379.38,625500,379.38
2011-08-02,391.77,397.41,382.22,382.78,501100,382.78
2011-08-01,403.57,408.00,390.00,394.12,769800,394.12
2011-07-29,387.31,404.00,384.74,400.55,670300,400.55
2011-07-28,392.33,397.81,388.55,389.86,467100,389.86
2011-07-27,395.95,404.51,392.59,393.58,442400,393.58
2011-07-26,400.99,402.47,395.03,399.07,276500,399.07
2011-07-25,401.02,403.49,397.67,400.99,382600,400.99
2011-07-22,407.10,409.45,401.33,405.10,811400,405.10
2011-07-21,397.90,415.19,397.90,413.73,899900,413.73
2011-07-20,392.12,407.00,392.12,397.47,1325800,397.47
2011-07-19,365.91,375.99,365.05,374.90,676100,374.90
2011-07-18,357.23,362.99,353.39,362.28,268700,362.28
2011-07-15,357.24,360.94,356.20,358.79,250100,358.79
2011-07-14,360.15,361.95,354.23,355.96,258000,355.96
2011-07-13,360.03,365.37,358.05,359.40,254200,359.40
2011-07-12,363.44,366.38,356.54,357.08,401800,357.08
2011-07-11,365.41,368.14,361.05,361.83,262800,361.83
2011-07-08,365.91,368.98,362.32,368.70,457400,368.70
2011-07-07,376.00,378.13,367.62,368.25,683600,368.25
2011-07-06,381.02,384.49,379.91,380.87,242600,380.87
2011-07-05,379.00,382.96,376.00,381.37,283000,381.37
2011-07-01,373.25,379.40,371.44,378.65,230000,378.65
2011-06-30,369.12,376.17,368.74,372.11,308700,372.11
2011-06-29,367.06,370.70,366.74,368.40,289000,368.40
2011-06-28,357.00,366.93,356.37,365.75,333600,365.75
2011-06-27,347.08,358.48,344.60,356.63,261300,356.63
2011-06-24,352.02,352.51,346.28,347.40,258500,347.40
2011-06-23,347.80,354.40,345.02,353.47,301600,353.47
2011-06-22,352.73,360.00,351.25,352.52,325100,352.52
2011-06-21,351.79,353.99,350.09,351.90,254000,351.90
2011-06-20,347.50,353.46,345.66,351.71,293900,351.71
2011-06-17,346.50,350.27,343.65,344.46,535300,344.46
2011-06-16,339.55,344.05,338.42,340.56,228000,340.56
2011-06-15,342.59,345.84,340.00,340.63,247300,340.63
2011-06-14,342.98,347.79,342.42,346.55,216400,346.55
2011-06-13,337.26,344.13,337.26,340.97,211100,340.97
2011-06-10,341.39,342.88,336.06,338.23,286200,338.23
2011-06-09,342.64,345.66,341.00,341.98,231100,341.98
2011-06-08,342.50,345.52,339.40,343.78,252500,343.78
2011-06-07,340.68,346.00,338.53,343.83,210000,343.83
2011-06-06,340.66,343.33,338.88,339.62,162100,339.62
2011-06-03,341.50,345.76,340.67,342.24,235000,342.24
2011-06-02,344.40,347.82,342.19,344.68,180600,344.68
2011-06-01,348.47,351.08,344.56,345.09,240000,345.09
2011-05-31,347.40,349.00,342.10,349.00,246500,349.00
2011-05-27,343.57,347.07,342.93,344.26,137400,344.26
2011-05-26,343.20,346.43,340.06,345.21,167200,345.21
2011-05-25,342.56,347.08,341.77,345.00,187600,345.00
2011-05-24,343.17,345.00,341.18,341.84,171500,341.84
2011-05-23,340.80,344.58,337.75,343.13,252700,343.13
2011-05-20,352.00,352.00,348.23,348.26,261300,348.26
2011-05-19,354.48,354.89,348.25,352.85,178300,352.85
2011-05-18,349.07,353.87,346.00,352.78,238400,352.78
2011-05-17,348.43,349.92,342.44,349.92,285300,349.92
2011-05-16,354.54,357.81,348.69,349.12,275600,349.12
2011-05-13,359.89,362.98,355.00,356.00,220000,356.00
2011-05-12,353.38,362.00,350.96,361.04,252700,361.04
2011-05-11,360.46,362.99,352.21,354.69,211200,354.69
2011-05-10,356.00,363.30,355.33,360.69,339500,360.69
2011-05-09,348.88,356.47,346.03,355.90,241000,355.90
2011-05-06,350.41,355.30,348.01,348.38,276000,348.38
2011-05-05,343.01,351.35,341.43,346.94,260900,346.94
2011-05-04,350.38,352.36,344.14,345.40,327600,345.40
2011-05-03,353.19,356.40,350.70,352.01,277000,352.01
2011-05-02,351.70,356.40,351.18,354.18,307200,354.18
2011-04-29,355.67,356.27,349.70,349.70,551000,349.70
2011-04-28,354.00,357.27,351.92,355.99,239000,355.99
2011-04-27,352.49,356.36,351.00,355.49,276000,355.49
2011-04-26,352.79,356.50,350.14,352.82,474100,352.82
2011-04-25,354.38,356.57,347.52,352.04,536100,352.04
2011-04-21,363.03,363.42,356.50,357.19,569200,357.19
2011-04-20,356.24,364.00,355.33,362.95,1009500,362.95
2011-04-19,357.35,366.60,355.05,364.69,783700,364.69
2011-04-18,354.77,358.00,350.05,356.58,485600,356.58
2011-04-15,363.99,365.70,360.32,360.36,520200,360.36
2011-04-14,360.47,364.91,357.25,363.32,427400,363.32
2011-04-13,368.80,370.74,357.00,362.43,637200,362.43
2011-04-12,371.50,372.04,364.18,366.39,541200,366.39
2011-04-11,367.53,372.60,366.66,371.16,376800,371.16
2011-04-08,374.79,377.84,364.06,367.67,512600,367.67
2011-04-07,367.22,375.98,364.39,372.08,843800,372.08
2011-04-06,355.73,369.99,355.72,365.23,1153100,365.23
2011-04-05,345.47,358.95,345.47,351.74,879200,351.74
2011-04-04,346.16,351.48,345.02,346.75,277300,346.75
2011-04-01,336.02,350.97,336.02,344.84,565700,344.84
2011-03-31,338.15,339.56,333.46,333.46,258300,333.46
2011-03-30,337.59,338.80,334.90,338.21,214700,338.21
2011-03-29,330.25,336.15,327.35,335.29,266400,335.29
2011-03-28,331.40,333.72,330.23,330.38,174100,330.38
2011-03-25,331.96,334.56,328.42,329.82,275800,329.82
2011-03-24,323.19,330.55,321.55,330.50,345700,330.50
2011-03-23,322.85,325.00,317.01,320.93,303100,320.93
2011-03-22,326.00,328.56,322.31,323.91,291100,323.91
2011-03-21,320.87,326.00,319.81,325.10,370700,325.10
2011-03-18,322.64,324.93,315.86,316.90,478700,316.90
2011-03-17,323.42,326.00,319.55,321.04,286100,321.04
2011-03-16,324.14,326.22,315.01,319.24,556800,319.24
2011-03-15,323.52,327.50,317.56,326.20,565500,326.20
2011-03-14,322.45,328.97,321.76,327.79,457000,327.79
2011-03-11,323.54,327.41,321.01,325.43,262800,325.43
2011-03-10,327.28,332.07,323.56,324.91,464500,324.91
2011-03-09,330.80,333.26,326.40,330.21,343600,330.21
2011-03-08,328.66,333.38,325.85,331.73,348400,331.73
2011-03-07,332.49,333.52,325.69,329.59,532900,329.59
2011-03-04,329.63,332.55,325.64,332.04,349500,332.04
2011-03-03,327.51,332.50,325.45,331.72,332700,331.72
2011-03-02,318.91,323.76,316.63,322.81,331700,322.81
2011-03-01,330.61,330.79,318.60,319.81,533900,319.81
2011-02-28,335.53,337.75,325.99,327.95,325200,327.95
2011-02-25,328.64,338.00,328.21,334.93,286400,334.93
2011-02-24,325.77,328.51,324.58,328.01,347200,328.01
2011-02-23,329.19,331.93,321.96,327.14,335400,327.14
2011-02-22,337.65,340.58,328.75,331.11,445600,331.11
2011-02-18,340.98,343.41,339.07,340.92,332600,340.92
2011-02-17,339.99,341.91,335.00,340.99,315300,340.99
2011-02-16,341.19,344.89,338.43,339.99,242600,339.99
2011-02-15,341.63,344.26,339.77,341.19,219400,341.19
2011-02-14,344.86,344.97,340.63,344.31,225700,344.31
2011-02-11,335.54,346.79,334.03,345.27,417400,345.27
2011-02-10,330.57,338.00,329.07,337.20,261900,337.20
2011-02-09,335.70,337.41,332.22,333.55,276200,333.55
2011-02-08,334.10,337.97,332.51,333.93,259200,333.93
2011-02-07,329.92,334.86,329.00,333.42,327800,333.42
2011-02-04,330.07,332.70,327.03,331.26,346900,331.26
2011-02-03,326.60,331.28,325.00,330.48,268000,330.48
2011-02-02,331.33,332.55,326.57,327.79,395700,327.79
2011-02-01,324.98,337.90,324.33,332.58,606900,332.58
2011-01-31,327.38,329.37,322.03,322.91,600100,322.91
2011-01-28,335.39,335.94,325.95,327.93,571100,327.93
2011-01-27,337.75,337.85,333.75,334.17,614300,334.17
2011-01-26,327.53,338.86,327.35,338.06,848100,338.06
2011-01-25,324.48,331.85,322.25,330.93,1020100,330.93
2011-01-24,326.48,334.00,324.12,327.99,856000,327.99
2011-01-21,323.18,334.39,321.68,326.58,3200200,326.58
2011-01-20,288.06,290.92,282.32,289.83,1122300,289.83
2011-01-19,296.59,296.59,288.91,290.45,695400,290.45
2011-01-18,289.00,297.01,288.46,296.32,718400,296.32
2011-01-14,279.54,288.95,279.10,288.28,759000,288.28
2011-01-13,281.99,281.99,277.50,279.11,248000,279.11
2011-01-12,283.93,284.80,278.49,282.21,485600,282.21
2011-01-11,272.58,284.38,272.03,280.99,723200,280.99
2011-01-10,266.57,272.22,265.55,271.58,257100,271.58
2011-01-07,268.33,269.97,265.13,267.40,327000,267.40
2011-01-06,274.86,274.86,267.50,268.68,340400,268.68
2011-01-05,270.12,275.00,268.02,273.63,385500,273.63
2011-01-04,271.42,272.91,270.12,271.70,493400,271.70
2011-01-03,261.80,271.42,261.80,269.00,687100,269.00
2010-12-31,256.91,259.15,255.02,257.75,259000,257.75
2010-12-30,258.84,258.98,256.59,256.96,194000,256.96
2010-12-29,260.50,262.50,258.30,259.39,193400,259.39
2010-12-28,262.14,262.97,260.17,260.60,147200,260.60
2010-12-27,262.95,264.00,260.64,262.34,174500,262.34
2010-12-23,265.27,266.74,262.32,263.22,171500,263.22
2010-12-22,267.70,269.49,265.25,266.01,212200,266.01
2010-12-21,271.31,271.99,264.25,266.86,475300,266.86
2010-12-20,266.32,270.88,265.86,270.55,598400,270.55
2010-12-17,264.50,269.05,263.71,265.76,1018200,265.76
2010-12-16,256.50,263.54,255.08,263.25,517200,263.25
2010-12-15,258.69,260.49,254.00,256.26,491400,256.26
2010-12-14,254.99,261.33,254.78,260.00,552300,260.00
2010-12-13,260.00,261.40,253.25,254.70,649800,254.70
2010-12-10,260.89,261.99,258.17,260.07,551100,260.07
2010-12-09,260.60,262.34,259.37,260.50,479200,260.50
2010-12-08,261.05,263.67,257.85,260.05,938500,260.05
2010-12-07,273.00,273.97,260.30,260.65,1021800,260.65
2010-12-06,271.00,271.97,267.79,270.19,464100,270.19
2010-12-03,267.20,272.00,267.20,271.32,400300,271.32
2010-12-02,267.57,269.73,267.04,268.43,458200,268.43
2010-12-01,261.44,267.76,261.23,266.31,566600,266.31
2010-11-30,251.61,262.39,250.59,260.29,708500,260.29
2010-11-29,253.23,256.16,250.40,254.45,302200,254.45
2010-11-26,255.00,258.11,252.76,254.84,160900,254.84
2010-11-24,253.00,259.50,252.13,257.08,433100,257.08
2010-11-23,251.74,254.05,250.29,251.28,360500,251.28
2010-11-22,247.51,256.47,247.12,254.99,974100,254.99
2010-11-19,259.49,260.12,246.05,247.50,1478000,247.50
2010-11-18,264.87,266.75,259.51,260.14,620200,260.14
2010-11-17,263.19,266.00,261.40,262.42,245900,262.42
2010-11-16,265.70,269.44,260.12,262.56,339300,262.56
2010-11-15,269.37,270.35,265.00,268.20,350000,268.20
2010-11-12,272.12,272.33,265.15,267.68,449700,267.68
2010-11-11,274.62,275.77,270.01,273.21,544600,273.21
2010-11-10,278.10,279.86,272.50,277.07,444400,277.07
2010-11-09,278.08,280.74,276.03,277.96,382200,277.96
2010-11-08,276.76,278.75,275.95,277.10,287100,277.10
2010-11-05,276.90,279.00,275.77,278.27,304800,278.27
2010-11-04,274.77,276.75,274.00,275.80,557700,275.80
2010-11-03,266.75,270.21,264.57,269.98,420400,269.98
2010-11-02,262.44,267.25,262.08,266.26,333500,266.26
2010-11-01,264.24,266.74,260.43,262.01,348100,262.01
2010-10-29,261.88,264.70,261.09,262.95,356400,262.95
2010-10-28,261.38,264.36,260.24,262.77,363300,262.77
2010-10-27,261.00,262.00,256.20,260.89,731700,260.89
2010-10-26,262.14,266.79,260.57,263.93,493200,263.93
2010-10-25,269.31,269.50,263.76,265.80,622000,265.80
2010-10-22,256.84,268.38,255.75,265.84,905400,265.84
2010-10-21,262.48,262.48,255.21,256.84,1136900,256.84
2010-10-20,263.31,263.31,255.10,259.45,2662500,259.45
2010-10-19,283.14,283.14,275.16,279.04,1450900,279.04
2010-10-18,280.00,286.91,278.45,285.59,995500,285.59
2010-10-15,277.03,281.59,271.25,279.81,905300,279.81
2010-10-14,276.03,276.40,270.48,274.17,1058000,274.17
2010-10-13,288.01,289.41,275.66,275.70,1098000,275.70
2010-10-12,290.29,292.00,286.00,286.63,522400,286.63
2010-10-11,288.02,293.45,288.02,290.50,421800,290.50
2010-10-08,288.10,291.14,285.27,289.82,301300,289.82
2010-10-07,293.50,293.55,285.69,287.16,449900,287.16
2010-10-06,291.89,294.99,288.74,292.88,456600,292.88
2010-10-05,286.22,293.76,283.07,292.89,497200,292.89
2010-10-04,288.60,289.55,280.35,283.25,537700,283.25
2010-10-01,286.51,291.07,284.27,289.61,535300,289.61
2010-09-30,292.00,292.00,282.00,283.74,578500,283.74
2010-09-29,288.71,293.87,285.54,286.98,575900,286.98
2010-09-28,290.30,292.66,284.41,290.03,878700,290.03
2010-09-27,298.35,298.62,288.22,290.26,985700,290.26
2010-09-24,303.68,306.20,300.57,305.58,363800,305.58
2010-09-23,298.17,303.80,297.13,299.05,333000,299.05
2010-09-22,304.67,310.43,300.66,301.20,409500,301.20
2010-09-21,309.04,310.81,303.86,305.14,652100,305.14
2010-09-20,297.40,307.44,297.00,306.34,667600,306.34
2010-09-17,294.53,301.42,293.03,295.77,863600,295.77
2010-09-16,293.46,294.19,289.26,292.25,415700,292.25
2010-09-15,281.41,295.32,281.41,293.74,821500,293.74
2010-09-14,277.79,287.65,276.10,285.91,612100,285.91
2010-09-13,282.37,283.61,278.04,279.36,503700,279.36
2010-09-10,283.81,283.81,278.50,280.03,438100,280.03
2010-09-09,284.00,285.98,280.22,282.86,548600,282.86
2010-09-08,278.84,283.65,278.70,280.22,463000,280.22
2010-09-07,279.04,282.42,277.14,278.02,350800,278.02
2010-09-03,280.00,284.93,278.00,281.18,462600,281.18
2010-09-02,273.99,277.65,271.25,277.32,411200,277.32
2010-09-01,271.21,275.99,265.75,274.06,651900,274.06
2010-08-31,265.52,269.65,262.62,265.03,673000,265.03
2010-08-30,271.25,273.66,266.64,268.35,597600,268.35
2010-08-27,269.00,273.33,262.01,273.07,845100,273.07
2010-08-26,278.25,280.00,267.96,267.96,890700,267.96
2010-08-25,271.61,278.86,269.55,276.40,1205800,276.40
2010-08-24,275.49,277.78,265.56,269.12,1398200,269.12
2010-08-23,294.25,298.75,282.04,282.94,1023100,282.94
2010-08-20,304.84,306.90,292.00,293.50,1078400,293.50
2010-08-19,312.03,313.01,303.93,306.50,501100,306.50
2010-08-18,315.49,317.52,312.03,314.05,322900,314.05
2010-08-17,313.25,317.71,309.69,316.92,507800,316.92
2010-08-16,311.27,316.72,308.69,309.35,429400,309.35
2010-08-13,316.67,318.61,314.10,315.70,284300,315.70
2010-08-12,312.08,320.12,311.00,317.00,369200,317.00
2010-08-11,321.23,325.29,314.52,317.00,473000,317.00
2010-08-10,327.25,329.68,322.82,327.63,358400,327.63
2010-08-09,333.03,334.72,329.18,331.42,324100,331.42
2010-08-06,332.88,334.40,326.13,332.16,333800,332.16
2010-08-05,334.31,335.63,330.41,334.92,332300,334.92
2010-08-04,335.02,337.56,333.92,335.35,322500,335.35
2010-08-03,336.04,337.74,332.95,334.64,315500,334.64
2010-08-02,333.29,338.12,332.00,336.81,631800,336.81
2010-07-30,323.15,333.44,322.70,328.37,420300,328.37
2010-07-29,333.00,334.02,322.28,327.25,388200,327.25
2010-07-28,336.12,337.92,328.35,330.07,448900,330.07
2010-07-27,343.00,344.72,332.10,335.46,522700,335.46
2010-07-26,333.34,344.59,333.20,340.51,770200,340.51
2010-07-23,315.95,334.86,315.93,334.37,860300,334.37
2010-07-22,308.24,324.20,306.81,316.98,2146400,316.98
2010-07-21,327.30,329.94,314.00,316.10,1264200,316.10
2010-07-20,318.75,326.96,318.00,326.09,677600,326.09
2010-07-19,326.00,327.48,320.65,323.08,610600,323.08
2010-07-16,335.46,336.58,323.96,324.61,562200,324.61
2010-07-15,338.70,340.12,332.23,335.67,493400,335.67
2010-07-14,330.03,341.05,330.03,337.77,659600,337.77
2010-07-13,320.05,331.75,319.01,329.62,535600,329.62
2010-07-12,317.73,319.73,315.75,317.47,469100,317.47
2010-07-09,322.00,323.15,316.73,318.89,630100,318.89
2010-07-08,326.33,328.45,318.00,321.25,456400,321.25
2010-07-07,315.95,322.97,314.71,322.22,506200,322.22
2010-07-06,313.35,321.15,312.30,314.94,436700,314.94
2010-07-02,312.53,314.34,306.46,309.90,427800,309.90
2010-07-01,315.75,317.98,301.66,312.07,963400,312.07
2010-06-30,325.54,328.83,315.05,315.62,606300,315.62
2010-06-29,330.00,330.17,317.81,324.85,575100,324.85
2010-06-28,338.45,339.97,331.05,335.60,219600,335.60
2010-06-25,332.44,337.83,330.01,337.42,500300,337.42
2010-06-24,335.82,339.38,330.71,331.91,362200,331.91
2010-06-23,344.70,344.94,336.00,338.42,649600,338.42
2010-06-22,352.98,356.89,343.77,345.09,555700,345.09
2010-06-21,356.12,358.89,349.14,351.29,453100,351.29
2010-06-18,340.43,350.82,338.01,349.90,732400,349.90
2010-06-17,337.79,341.07,334.00,340.33,378000,340.33
2010-06-16,331.60,336.55,330.59,334.43,252000,334.43
2010-06-15,327.70,333.81,324.92,333.41,420500,333.41
2010-06-14,332.00,333.58,325.81,327.40,518500,327.40
2010-06-11,326.59,337.74,326.59,337.11,407000,337.11
2010-06-10,327.16,331.38,322.14,330.95,391200,330.95
2010-06-09,325.42,328.43,320.47,321.22,338400,321.22
2010-06-08,321.36,324.46,316.49,322.63,463900,322.63
2010-06-07,326.30,327.65,320.27,321.03,479400,321.03
2010-06-04,331.73,333.46,324.09,324.67,487100,324.67
2010-06-03,334.34,340.00,334.13,337.38,389600,337.38
2010-06-02,325.47,334.12,323.26,334.12,574500,334.12
2010-06-01,330.50,330.50,317.57,324.17,558100,324.17
2010-05-28,330.60,331.11,320.60,322.77,437800,322.77
2010-05-27,324.63,330.76,321.00,330.45,531900,330.45
2010-05-26,322.06,333.83,306.60,317.47,1282800,317.47
2010-05-25,310.90,320.25,304.61,319.16,865400,319.16
2010-05-24,323.55,325.05,315.27,316.36,542500,316.36
2010-05-21,305.01,321.80,301.05,321.08,1101500,321.08
2010-05-20,321.19,322.85,310.64,311.90,675100,311.90
2010-05-19,330.35,335.80,322.39,328.77,567700,328.77
2010-05-18,344.58,345.81,331.80,332.48,397000,332.48
2010-05-17,342.98,343.89,334.37,341.10,398600,341.10
2010-05-14,348.52,349.71,336.16,340.12,408400,340.12
2010-05-13,355.90,358.88,350.00,350.81,266500,350.81
2010-05-12,348.00,356.31,347.01,354.50,428600,354.50
2010-05-11,341.19,347.50,338.00,344.79,361400,344.79
2010-05-10,341.00,345.96,338.06,344.44,737000,344.44
2010-05-07,336.01,337.99,311.39,324.32,1287100,324.32
2010-05-06,345.97,349.66,314.15,337.29,997300,337.29
2010-05-05,351.70,353.98,341.10,346.94,886500,346.94
2010-05-04,368.91,369.50,359.01,361.72,459200,361.72
2010-05-03,363.00,373.06,362.30,372.22,531900,372.22
2010-04-30,368.01,371.53,360.56,360.56,363200,360.56
2010-04-29,361.51,371.66,361.00,368.38,388100,368.38
2010-04-28,360.02,362.71,359.00,360.09,356600,360.09
2010-04-27,360.00,367.25,356.20,357.80,472900,357.80
2010-04-26,364.89,366.94,358.48,362.17,421900,362.17
