Date,Open,High,Low,Close,Volume,Adj Close
2010-05-03,129.21,130.49,128.34,130.18,1780600,129.80
2010-04-30,133.92,134.27,128.34,128.34,1460300,127.96
2010-04-29,131.50,134.57,131.41,133.83,645100,133.44
2010-04-28,130.97,131.20,128.89,131.01,792100,130.63
2010-04-27,133.03,133.45,129.50,130.07,1372500,129.69
2010-04-26,134.67,135.40,133.07,133.36,1195900,132.97
2010-04-23,133.01,134.78,132.00,134.49,1582100,134.10
2010-04-22,128.99,133.74,128.32,133.50,1512500,133.11
2010-04-21,124.47,130.26,124.47,129.81,2160300,129.43
2010-04-20,123.99,125.36,123.66,124.62,1101900,124.26
2010-04-19,123.08,123.71,121.35,122.92,762200,122.56
2010-04-16,125.45,125.86,122.94,123.76,1072600,123.40
2010-04-15,123.63,126.42,123.22,125.83,753700,125.46
2010-04-14,124.10,124.66,123.36,124.10,767700,123.74
2010-04-13,125.36,125.36,123.25,124.17,719900,123.81
2010-04-12,126.48,127.18,125.42,125.75,821500,125.38
2010-04-09,125.96,127.21,125.56,126.08,881800,125.71
2010-04-08,124.46,126.09,123.80,125.89,791100,125.52
2010-04-07,126.26,126.26,124.21,125.04,866200,124.67
2010-04-06,126.40,127.20,125.54,126.25,901800,125.88
2010-04-05,127.40,128.42,126.62,127.26,945600,126.89
2010-04-01,126.89,128.63,126.47,127.22,1085100,126.85
2010-03-31,126.86,127.71,126.03,126.71,971600,126.34
2010-03-30,127.10,128.07,125.82,126.98,1038800,126.61
2010-03-29,126.36,127.74,125.78,127.09,1828000,126.72
2010-03-26,123.19,124.97,122.86,123.82,1232700,123.46
2010-03-25,123.00,124.52,122.42,122.49,1030000,122.13
2010-03-24,122.57,123.41,121.82,122.26,1098200,121.90
2010-03-23,122.40,123.32,121.57,122.64,1051800,122.28
2010-03-22,121.40,122.65,121.23,122.08,1145800,121.72
2010-03-19,121.79,123.68,121.24,121.79,2631200,121.43
2010-03-18,119.21,119.94,118.79,119.35,1047600,119.00
2010-03-17,120.45,120.84,119.32,119.65,1132200,119.30
2010-03-16,120.64,121.08,119.31,120.15,993000,119.80
2010-03-15,121.08,121.58,119.70,120.42,832400,120.07
2010-03-12,122.79,122.79,120.29,121.06,1060200,120.71
2010-03-11,122.32,122.52,120.53,122.19,814800,121.83
2010-03-10,120.57,123.19,120.57,122.53,1205000,122.17
2010-03-09,117.85,120.98,117.77,120.33,1235600,119.98
2010-03-08,120.25,120.25,117.69,117.80,1090600,117.46
2010-03-05,118.20,120.59,117.75,120.31,1186500,119.96
2010-03-04,116.44,117.81,115.75,117.37,758300,117.03
2010-03-03,117.79,118.07,116.24,116.54,561700,116.20
2010-03-02,116.96,118.23,115.85,117.29,956000,116.92
2010-03-01,113.97,116.95,112.41,116.15,1080400,115.78
2010-02-26,112.30,113.23,111.41,112.75,713800,112.39
2010-02-25,110.96,112.43,109.21,112.33,695400,111.97
2010-02-24,111.84,113.50,111.28,112.45,925700,112.09
2010-02-23,113.60,114.23,110.68,111.18,979700,110.83
2010-02-22,114.84,114.98,113.05,113.71,874800,113.35
2010-02-19,112.61,115.50,112.32,114.37,896900,114.01
2010-02-18,111.10,113.00,111.10,112.78,479200,112.42
2010-02-17,111.05,111.57,110.24,111.50,604000,111.15
2010-02-16,110.25,110.71,109.44,110.60,828700,110.25
2010-02-12,108.39,109.67,107.20,109.05,819900,108.70
2010-02-11,106.90,109.93,105.68,109.76,912100,109.41
2010-02-10,107.55,108.26,105.86,106.92,1022500,106.58
2010-02-09,106.93,108.73,105.46,108.01,1101700,107.67
2010-02-08,107.48,107.48,105.18,105.95,924000,105.61
2010-02-05,106.58,107.71,104.34,107.30,1321600,106.96
2010-02-04,108.89,108.89,105.65,106.40,1503800,106.06
2010-02-03,110.81,111.73,109.61,109.78,977700,109.43
2010-02-02,107.83,111.30,107.19,111.19,1570800,110.84
2010-02-01,105.70,107.57,104.77,107.50,1053700,107.16
2010-01-29,106.03,107.33,104.91,105.25,1390600,104.92
2010-01-28,106.99,107.39,104.46,105.66,1408300,105.32
2010-01-27,105.13,107.57,103.69,107.14,2226700,106.80
2010-01-26,102.73,106.51,102.18,105.10,1861300,104.77
2010-01-25,105.38,105.38,101.86,103.01,1258500,102.68
2010-01-22,107.06,108.11,104.01,104.29,1491000,103.96
2010-01-21,110.00,111.13,106.65,107.35,3010100,107.01
2010-01-20,113.27,113.61,110.75,113.30,1083600,112.94
2010-01-19,113.70,115.17,113.22,114.11,922200,113.75
2010-01-15,115.37,116.53,113.36,113.75,1293800,113.39
2010-01-14,114.11,115.68,113.90,115.34,617500,114.97
2010-01-13,114.35,115.10,112.96,114.81,644800,114.44
2010-01-12,114.53,114.53,112.92,114.49,1021500,114.13
2010-01-11,118.62,118.62,114.76,116.28,890100,115.91
2010-01-08,114.90,117.50,114.41,117.26,842000,116.89
2010-01-07,114.67,115.76,114.27,115.70,949200,115.33
2010-01-06,113.47,115.00,112.31,114.90,1290800,114.53
2010-01-05,112.11,114.67,111.75,114.44,1207600,114.08
2010-01-04,111.77,112.70,110.64,112.54,922500,112.18
2009-12-31,111.75,112.13,110.35,110.35,438600,110.00
2009-12-30,112.00,112.93,111.37,111.75,526100,111.39
2009-12-29,113.26,113.61,112.13,112.57,444800,112.21
2009-12-28,114.15,114.61,112.55,112.97,599300,112.61
2009-12-24,113.65,114.92,113.65,113.99,287700,113.63
2009-12-23,114.72,115.19,112.95,113.17,778500,112.81
2009-12-22,114.10,115.60,113.61,114.83,996700,114.46
2009-12-21,113.00,113.91,112.50,113.82,987800,113.46
2009-12-18,111.52,112.38,110.60,112.38,1459500,112.02
2009-12-17,110.20,111.90,109.85,110.72,833400,110.37
2009-12-16,112.11,113.13,110.86,111.15,1135800,110.80
2009-12-15,113.67,113.67,111.46,112.44,697400,112.08
2009-12-14,112.92,113.65,112.43,113.55,880900,113.19
2009-12-11,110.00,112.74,110.00,111.97,833200,111.61
2009-12-10,110.19,111.42,109.00,109.70,610700,109.35
2009-12-09,109.88,109.98,107.41,109.69,717000,109.34
2009-12-08,110.98,110.98,109.00,109.67,841500,109.32
2009-12-07,110.26,111.74,109.00,111.30,978200,110.95
2009-12-04,109.77,111.39,108.10,110.90,1157800,110.55
2009-12-03,107.88,109.03,107.42,107.89,683800,107.55
2009-12-02,107.30,107.87,106.15,107.75,971000,107.41
2009-12-01,104.70,107.38,103.68,107.07,1124300,106.70
2009-11-30,105.35,105.35,103.38,103.68,1175600,103.32
2009-11-27,105.02,106.15,103.67,105.27,462300,104.91
2009-11-25,105.16,107.27,105.16,107.20,979400,106.83
2009-11-24,104.97,105.43,104.16,105.13,645000,104.77
2009-11-23,104.73,106.38,104.67,105.43,556400,105.07
2009-11-20,103.24,104.64,102.40,103.20,833700,102.84
2009-11-19,104.65,104.66,102.17,103.91,590500,103.55
2009-11-18,107.03,107.14,103.99,105.25,1057300,104.89
2009-11-17,106.15,107.09,105.26,107.01,907000,106.64
2009-11-16,103.13,106.43,102.91,106.34,1025500,105.97
2009-11-13,101.25,103.07,100.69,102.91,833800,102.55
2009-11-12,101.43,102.54,100.44,100.87,478700,100.52
2009-11-11,101.00,102.00,99.98,101.41,909000,101.06
2009-11-10,101.12,102.04,99.92,100.26,786700,99.91
2009-11-09,99.52,101.79,99.17,101.70,742100,101.35
2009-11-06,99.31,99.99,98.33,99.52,611100,99.18
2009-11-05,96.31,99.43,96.31,99.43,652200,99.09
2009-11-04,96.72,98.09,95.84,96.12,725000,95.79
2009-11-03,94.54,96.52,93.00,96.05,867600,95.72
2009-11-02,95.54,96.63,94.03,95.63,915800,95.30
2009-10-30,97.48,98.10,94.29,95.53,1407000,95.20
2009-10-29,97.47,98.43,95.58,98.09,1223000,97.75
2009-10-28,98.96,99.05,95.58,95.91,1672700,95.58
2009-10-27,99.92,100.84,98.94,99.63,986500,99.29
2009-10-26,102.51,104.18,98.88,100.00,1699500,99.65
2009-10-23,103.39,104.07,101.83,102.77,950300,102.41
2009-10-22,100.50,103.64,99.48,103.35,1633000,102.99
2009-10-21,98.63,102.39,98.63,100.42,3032500,100.07
2009-10-20,100.00,101.00,98.98,99.11,3355100,98.77
2009-10-19,102.86,105.07,102.69,104.72,910700,104.36
2009-10-16,101.73,103.38,100.91,102.51,1093300,102.16
2009-10-15,102.99,103.40,101.66,102.58,1287500,102.22
2009-10-14,101.86,103.30,101.86,102.99,1066700,102.63
2009-10-13,101.62,102.18,100.33,100.89,1347600,100.54
2009-10-12,103.36,104.14,101.14,101.90,982400,101.55
2009-10-09,102.14,103.67,101.91,103.32,897700,102.96
2009-10-08,101.74,102.85,101.02,102.14,687900,101.79
2009-10-07,100.86,101.20,99.94,100.63,829100,100.28
2009-10-06,101.13,102.49,100.40,101.03,1205100,100.68
2009-10-05,99.32,100.52,98.91,99.65,920200,99.31
2009-10-02,98.28,99.68,97.66,99.01,1184400,98.67
2009-10-01,101.02,101.23,98.56,99.50,1090400,99.16
2009-09-30,103.05,103.16,99.73,101.87,1103000,101.52
2009-09-29,102.79,103.49,101.77,102.87,989000,102.51
2009-09-28,100.43,102.37,100.40,101.72,643600,101.37
2009-09-25,99.34,100.90,98.86,100.28,927800,99.93
2009-09-24,101.60,102.43,98.62,100.17,1294000,99.82
2009-09-23,103.09,103.58,101.33,101.63,934100,101.28
2009-09-22,102.97,103.36,101.45,103.06,517800,102.70
2009-09-21,101.41,102.91,101.02,101.98,884600,101.63
2009-09-18,99.99,103.22,98.65,102.66,1772600,102.30
2009-09-17,98.45,100.01,98.45,99.65,1658700,99.31
2009-09-16,97.08,98.78,95.95,98.46,871200,98.12
2009-09-15,95.96,96.92,95.55,96.25,1008100,95.92
2009-09-14,97.10,97.16,95.46,95.96,1288400,95.63
2009-09-11,98.19,98.19,97.04,97.85,1487300,97.51
2009-09-10,95.60,98.10,94.61,98.09,1041300,97.75
2009-09-09,94.22,95.95,93.34,95.65,1078600,95.32
2009-09-08,93.13,94.61,91.82,94.56,1159100,94.23
2009-09-04,91.24,92.73,90.32,92.49,590400,92.17
2009-09-03,90.57,91.28,89.72,91.23,693600,90.91
2009-09-02,90.45,90.47,88.60,90.00,914700,89.69
2009-09-01,90.89,93.09,89.92,90.26,1207400,89.92
2009-08-31,92.51,92.51,90.26,91.28,1150400,90.93
2009-08-28,95.51,95.80,91.89,93.08,1449000,92.73
2009-08-27,91.50,95.83,91.01,94.97,4306500,94.61
2009-08-26,87.90,88.03,86.14,86.77,1259800,86.44
2009-08-25,88.66,89.69,87.73,87.90,978500,87.57
2009-08-24,87.17,88.79,86.71,87.88,867400,87.55
2009-08-21,85.80,86.95,85.05,86.67,784200,86.34
2009-08-20,83.66,85.10,83.66,84.81,985900,84.49
2009-08-19,82.55,83.60,82.29,83.34,1689900,83.02
2009-08-18,83.95,84.37,82.94,83.51,1841300,83.19
2009-08-17,84.61,84.61,82.13,83.51,1231900,83.19
2009-08-14,85.76,85.90,83.74,85.10,2077000,84.78
2009-08-13,84.53,86.06,83.05,85.91,1450300,85.58
2009-08-12,82.63,84.52,81.97,84.07,923200,83.75
2009-08-11,83.08,83.47,81.95,82.94,952300,82.63
2009-08-10,83.48,83.66,82.48,83.19,1093900,82.87
2009-08-07,82.76,84.32,81.52,83.83,1325200,83.51
2009-08-06,81.05,82.52,80.76,81.81,1042200,81.50
2009-08-05,82.77,82.77,79.84,80.74,1528700,80.43
2009-08-04,81.31,82.60,80.72,82.31,950400,82.00
2009-08-03,80.31,82.36,79.27,81.98,1150100,81.67
2009-07-31,78.31,80.86,78.31,79.81,1782900,79.51
2009-07-30,79.24,80.14,78.15,78.92,1391100,78.62
2009-07-29,77.94,78.36,77.05,77.60,1130000,77.31
2009-07-28,77.03,79.40,77.01,78.68,962400,78.38
2009-07-27,78.11,79.17,77.62,78.42,652600,78.12
2009-07-24,79.44,80.36,77.69,78.37,1438200,78.07
2009-07-23,77.36,80.06,76.35,79.78,1410000,79.48
2009-07-22,76.40,78.70,76.40,77.31,1422500,77.02
2009-07-21,75.99,78.74,74.40,77.37,2976100,77.08
2009-07-20,74.02,77.48,74.02,76.48,1917400,76.19
2009-07-17,75.57,75.57,73.17,73.45,2125400,73.17
2009-07-16,75.50,76.32,74.45,75.89,1370500,75.60
2009-07-15,75.38,76.13,74.68,75.66,1196400,75.37
2009-07-14,72.99,73.91,72.61,73.83,840800,73.55
2009-07-13,71.08,73.14,70.09,73.00,1006600,72.72
2009-07-10,70.00,71.47,70.00,70.81,1032400,70.54
2009-07-09,70.36,71.35,69.96,70.75,1591900,70.48
2009-07-08,69.95,70.98,68.64,69.98,2582200,69.71
2009-07-07,68.97,69.69,68.15,69.49,2413300,69.23
2009-07-06,68.91,69.29,67.44,69.29,2302500,69.03
2009-07-02,71.47,71.47,68.89,69.85,1513100,69.59
2009-07-01,73.34,74.11,71.74,72.03,1733600,71.76
2009-06-30,73.42,74.09,72.13,73.03,1733700,72.75
2009-06-29,73.67,74.58,73.25,73.64,1209600,73.36
2009-06-26,73.23,74.32,72.93,73.17,1760300,72.89
2009-06-25,72.94,74.45,72.54,74.05,2451400,73.77
2009-06-24,76.18,77.25,73.15,73.15,2701700,72.87
2009-06-23,74.75,76.08,73.09,75.51,3993900,75.22
2009-06-22,78.79,79.21,76.87,77.25,1679200,76.96
2009-06-19,82.42,82.90,79.45,79.87,2480000,79.57
2009-06-18,81.01,82.54,80.51,82.40,1450700,82.09
2009-06-17,78.86,81.73,78.28,80.76,1497600,80.45
2009-06-16,82.01,82.42,79.81,79.95,1150200,79.65
2009-06-15,83.99,83.99,81.09,81.50,1228800,81.19
2009-06-12,83.27,84.80,82.04,84.73,1230100,84.41
2009-06-11,85.27,86.58,83.66,83.80,1783400,83.48
2009-06-10,87.04,88.06,84.82,85.85,1480100,85.52
2009-06-09,87.27,88.52,86.35,86.51,1256400,86.18
2009-06-08,87.60,87.84,85.71,86.88,1429000,86.55
2009-06-05,86.23,89.39,86.23,87.68,1740200,87.35
2009-06-04,84.32,85.67,83.37,85.30,1064600,84.98
2009-06-03,85.02,86.12,82.58,83.42,1537500,83.10
2009-06-02,86.60,87.50,85.73,86.03,1480900,85.67
2009-06-01,82.97,87.99,82.97,86.71,1817500,86.35
2009-05-29,84.29,84.50,81.20,82.57,1531200,82.23
2009-05-28,81.36,84.28,80.84,84.03,1919300,83.68
2009-05-27,81.75,82.99,80.85,81.43,1401700,81.09
2009-05-26,78.40,82.44,78.24,81.60,1172700,81.26
2009-05-22,80.35,80.49,78.71,78.94,1526600,78.61
2009-05-21,80.69,80.82,79.01,80.45,1367100,80.12
2009-05-20,82.86,84.22,81.37,81.66,1279100,81.32
2009-05-19,80.53,82.72,79.87,81.93,1525800,81.59
2009-05-18,78.13,81.14,78.13,81.14,1500500,80.80
2009-05-15,77.60,78.70,76.61,77.31,1344000,76.99
2009-05-14,77.20,78.78,76.97,77.64,1734700,77.32
2009-05-13,77.25,77.62,75.54,77.19,1607300,76.87
2009-05-12,81.44,81.44,76.87,78.76,2125000,78.43
2009-05-11,82.47,83.31,80.40,80.50,2038100,80.17
2009-05-08,80.44,84.00,79.10,83.72,1766100,83.37
2009-05-07,79.53,81.22,78.28,78.99,2175300,78.66
2009-05-06,75.92,79.71,75.36,79.38,2328500,79.05
2009-05-05,76.80,77.00,73.50,75.74,2261000,75.43
2009-05-04,76.05,77.50,75.68,77.39,1506500,77.07
2009-05-01,74.84,77.32,74.50,76.54,996300,76.22
2009-04-30,74.61,78.47,73.55,74.86,2808800,74.55
2009-04-29,71.98,74.63,71.05,73.65,1422400,73.35
2009-04-28,70.24,72.31,69.38,71.07,1748900,70.78
2009-04-27,71.97,73.28,70.22,71.48,1644300,71.18
2009-04-24,69.43,73.99,69.38,73.10,2321500,72.80
2009-04-23,67.11,70.15,66.66,69.72,2297100,69.43
2009-04-22,63.28,68.25,63.28,67.16,2208400,66.88
2009-04-21,61.42,63.56,61.16,63.49,915900,63.23
2009-04-20,62.54,63.75,61.34,61.92,1315400,61.66
2009-04-17,63.81,64.29,62.86,63.85,901400,63.59
2009-04-16,61.73,63.96,61.04,63.46,1190300,63.20
2009-04-15,60.04,61.48,59.01,61.35,1043300,61.10
2009-04-14,60.50,61.11,59.57,60.37,1001300,60.12
2009-04-13,62.39,62.39,57.95,61.08,2052500,60.83
2009-04-09,60.81,63.75,60.39,63.13,1356200,62.87
2009-04-08,59.96,60.30,58.37,59.82,986500,59.57
2009-04-07,61.52,61.61,59.80,60.36,907900,60.11
2009-04-06,62.77,63.30,60.47,62.69,1387600,62.43
2009-04-03,62.51,63.57,61.69,63.37,1342300,63.11
2009-04-02,60.97,63.44,60.97,62.24,2067900,61.98
2009-04-01,57.82,60.62,57.09,60.27,1809900,60.02
2009-03-31,60.13,61.31,59.39,59.90,1260700,59.65
2009-03-30,61.76,61.76,58.45,59.62,1735600,59.37
2009-03-27,63.15,63.89,62.42,63.12,1374600,62.86
2009-03-26,62.47,64.11,61.63,64.05,2304500,63.78
2009-03-25,61.01,62.83,59.79,61.41,1267400,61.16
2009-03-24,62.55,62.74,61.03,61.24,1926000,60.99
2009-03-23,58.96,63.25,58.26,63.18,1567600,62.92
2009-03-20,58.97,59.66,56.82,57.42,1468400,57.18
2009-03-19,60.38,61.00,58.47,58.87,1281400,58.63
2009-03-18,56.88,60.27,55.97,59.93,2517400,59.68
2009-03-17,56.29,57.17,54.37,57.17,1819200,56.93
2009-03-16,54.34,56.93,54.30,56.13,1782200,55.90
2009-03-13,54.29,54.34,53.10,53.90,842600,53.68
2009-03-12,53.24,53.70,51.63,53.46,1325800,53.24
2009-03-11,51.82,53.74,51.76,53.26,1225600,53.04
2009-03-10,49.60,51.79,49.01,51.62,1229300,51.41
2009-03-09,48.37,50.61,48.17,48.61,1317600,48.41
2009-03-06,50.39,51.48,47.71,49.05,1567800,48.85
2009-03-05,50.59,50.59,48.32,49.90,2268300,49.69
2009-03-04,51.22,52.39,50.85,51.13,2462300,50.92
2009-03-03,51.19,52.10,49.82,50.38,2398300,50.14
2009-03-02,54.13,54.67,50.69,51.01,1821300,50.77
2009-02-27,55.25,56.80,53.96,55.43,2368000,55.17
2009-02-26,58.04,58.50,56.30,56.47,2287800,56.20
2009-02-25,59.26,59.26,56.57,57.40,1866900,57.13
2009-02-24,56.87,59.38,56.87,59.05,1908100,58.77
2009-02-23,60.91,60.92,56.77,56.85,2468400,56.58
2009-02-20,61.88,62.97,58.90,60.25,3047100,59.96
2009-02-19,63.79,64.69,63.22,63.52,1605700,63.22
2009-02-18,64.19,64.31,62.45,63.22,1658200,62.92
2009-02-17,65.76,65.78,62.52,63.77,1545400,63.47
2009-02-13,65.93,67.91,65.74,67.22,1699500,66.90
2009-02-12,63.78,66.25,63.36,66.06,1359000,65.75
2009-02-11,65.90,66.47,64.29,64.95,1179900,64.64
2009-02-10,67.32,69.15,65.00,65.57,1884800,65.26
2009-02-09,66.71,68.64,66.18,68.18,1308000,67.86
2009-02-06,66.21,67.47,66.04,66.64,2009100,66.32
2009-02-05,64.86,66.49,63.47,66.03,2107700,65.72
2009-02-04,65.54,66.56,64.69,65.34,2020600,65.03
2009-02-03,63.30,65.50,62.51,65.17,2011600,64.86
2009-02-02,64.11,64.44,61.89,62.92,2192500,62.62
2009-01-30,65.20,65.77,64.07,64.95,1874300,64.64
2009-01-29,65.40,65.60,64.00,64.81,2118000,64.50
2009-01-28,64.98,66.43,63.92,66.07,2030700,65.76
2009-01-27,64.39,65.69,62.72,63.43,1577300,63.13
2009-01-26,62.55,65.43,61.95,63.72,2034000,63.42
2009-01-23,59.82,63.25,58.45,62.54,1789900,62.24
2009-01-22,60.48,62.38,58.35,60.32,1737000,60.03
2009-01-21,58.97,62.08,58.38,61.96,2738800,61.67
2009-01-20,57.43,60.00,53.08,58.33,3479500,58.05
2009-01-16,55.78,56.30,53.18,55.34,1563400,55.08
2009-01-15,52.46,55.14,51.80,54.68,1278600,54.42
2009-01-14,55.04,55.52,52.77,53.36,1629200,53.11
2009-01-13,57.39,59.14,55.07,56.00,3202400,55.73
2009-01-12,61.84,61.84,59.38,60.49,2158500,60.20
2009-01-09,65.19,65.52,62.30,63.82,1038700,63.52
2009-01-08,63.45,64.37,62.70,64.29,847900,63.99
2009-01-07,66.85,66.85,63.31,63.93,1287700,63.63
2009-01-06,65.90,69.67,65.89,67.51,1755000,67.19
2009-01-05,63.06,65.99,62.83,65.64,1811900,65.33
2009-01-02,60.30,63.70,58.58,63.40,990100,63.10
2008-12-31,58.21,60.27,57.30,59.48,802900,59.20
2008-12-30,56.00,58.14,55.72,58.14,790600,57.86
2008-12-29,56.65,56.84,54.49,55.65,785400,55.39
2008-12-26,56.80,57.07,55.98,56.84,460900,56.57
2008-12-24,55.56,56.77,54.24,56.51,388100,56.24
2008-12-23,57.06,57.57,55.15,55.76,914400,55.50
2008-12-22,60.67,60.67,55.41,56.33,1402100,56.06
2008-12-19,60.25,61.28,59.22,59.93,1544800,59.65
2008-12-18,58.82,60.93,57.95,59.34,1557700,59.06
2008-12-17,55.72,58.80,55.67,58.31,1201600,58.03
2008-12-16,55.14,57.43,54.16,57.33,1808500,57.06
2008-12-15,56.84,57.52,53.88,54.59,1005200,54.33
2008-12-12,53.48,56.73,53.01,56.26,1195500,55.99
2008-12-11,56.51,57.16,54.43,54.83,1482400,54.57
2008-12-10,56.55,57.61,55.17,56.93,1295700,56.66
2008-12-09,55.04,56.54,53.62,54.62,1864400,54.36
2008-12-08,52.58,57.04,52.10,55.60,2230700,55.34
2008-12-05,49.84,52.32,49.12,51.13,3264000,50.89
2008-12-04,54.71,56.84,49.49,50.77,2662100,50.53
2008-12-03,56.82,57.50,53.00,55.61,2317300,55.35
2008-12-02,57.80,58.30,55.55,58.12,1240800,57.82
2008-12-01,60.76,61.36,56.19,56.38,2104800,56.08
2008-11-28,59.34,62.93,58.54,62.70,646400,62.37
2008-11-26,55.28,59.80,54.97,59.66,1228800,59.35
2008-11-25,56.63,57.94,53.96,56.51,1468900,56.21
2008-11-24,52.66,56.63,52.42,55.50,1797600,55.21
2008-11-21,51.67,51.93,47.08,51.63,3157100,51.36
2008-11-20,51.64,54.35,50.00,50.49,2404400,50.23
2008-11-19,53.40,54.41,52.00,52.34,2490400,52.07
2008-11-18,53.43,54.30,51.31,53.37,1619200,53.09
2008-11-17,54.21,55.66,52.71,53.47,1359800,53.19
2008-11-14,56.31,58.38,54.58,55.04,2224400,54.75
2008-11-13,52.82,57.87,50.00,57.77,3333200,57.47
2008-11-12,52.12,53.18,50.50,52.00,2011800,51.73
2008-11-11,54.31,55.23,52.31,53.33,945300,53.05
2008-11-10,57.54,60.14,53.97,55.31,1107200,55.02
2008-11-07,55.53,57.52,54.05,56.09,1022300,55.80
2008-11-06,59.23,61.50,54.05,55.12,2381000,54.83
2008-11-05,65.00,65.56,60.54,60.73,2577900,60.41
2008-11-04,67.15,71.29,66.46,68.54,2059200,68.18
2008-11-03,64.96,67.20,64.52,65.00,1261000,64.66
2008-10-31,64.97,66.57,63.09,64.81,1813400,64.47
2008-10-30,63.68,66.33,60.92,65.36,2821000,65.02
2008-10-29,53.80,64.35,53.60,61.35,5627400,61.03
2008-10-28,50.87,53.90,48.03,53.86,4556300,53.58
2008-10-27,51.19,52.09,47.23,47.23,2631100,46.98
2008-10-24,50.25,55.06,48.00,52.29,2681400,52.02
2008-10-23,55.59,56.18,50.67,55.00,2724900,54.71
2008-10-22,56.99,56.99,53.04,55.27,2388800,54.98
2008-10-21,60.87,62.17,58.57,58.67,2310900,58.36
2008-10-20,58.14,63.23,58.03,62.50,2068600,62.17
2008-10-17,59.09,60.91,57.00,58.02,2915000,57.72
2008-10-16,57.01,61.24,54.18,60.66,2917800,60.34
2008-10-15,62.77,63.06,56.27,56.64,1755000,56.34
2008-10-14,68.01,69.00,61.00,62.94,2496500,62.61
2008-10-13,56.69,64.16,56.03,64.16,1768700,63.82
2008-10-10,56.70,61.29,53.20,54.15,3112500,53.87
2008-10-09,63.06,65.33,57.90,58.45,1700300,58.14
2008-10-08,61.00,65.49,60.77,62.91,3279900,62.58
2008-10-07,66.97,69.50,63.52,63.74,1956800,63.41
2008-10-06,69.04,69.04,63.33,66.19,2906900,65.84
2008-10-03,71.78,73.50,70.15,70.61,2487600,70.24
2008-10-02,75.70,76.35,69.53,70.01,1788400,69.64
2008-10-01,77.67,78.15,73.87,76.54,1904900,76.14
2008-09-30,79.92,80.33,76.41,78.78,2514100,78.37
2008-09-29,79.74,80.47,76.30,77.74,2865300,77.33
2008-09-26,81.00,81.64,79.56,81.38,1578300,80.95
2008-09-25,84.00,85.05,82.05,82.64,2317100,82.21
2008-09-24,82.58,84.98,81.20,84.09,1918000,83.65
2008-09-23,84.09,85.67,81.51,82.05,1496700,81.62
2008-09-22,87.74,87.74,83.97,83.97,1647800,83.53
2008-09-19,92.01,94.86,81.46,88.40,2906600,87.94
2008-09-18,89.84,92.07,77.17,88.15,4098600,87.69
2008-09-17,96.22,97.00,87.67,88.63,3455100,88.17
2008-09-16,96.99,100.00,94.60,98.53,2063300,98.01
2008-09-15,99.84,101.10,98.36,98.46,1435900,97.94
2008-09-12,98.84,103.25,98.84,103.05,1559400,102.51
2008-09-11,97.66,100.92,96.25,99.99,1390000,99.47
2008-09-10,98.06,99.73,96.60,98.76,1640600,98.24
2008-09-09,98.69,101.01,97.08,97.29,1687600,96.78
2008-09-08,101.20,101.54,96.41,99.03,2103800,98.51
2008-09-05,96.87,98.83,96.31,98.14,840100,97.63
2008-09-04,101.34,101.99,96.52,97.89,2411400,97.38
2008-09-03,102.45,103.84,100.00,101.36,1377100,100.83
2008-09-02,103.82,108.21,101.83,103.06,1166800,102.49
2008-08-29,103.47,104.33,102.80,103.26,1107400,102.69
2008-08-28,100.98,104.53,100.51,104.23,1791200,103.65
2008-08-27,98.02,99.77,97.74,99.74,681500,99.19
2008-08-26,96.94,98.55,96.49,98.34,873400,97.80
2008-08-25,99.64,99.64,96.00,97.71,833500,97.17
2008-08-22,98.31,100.58,97.95,99.67,1416400,99.12
2008-08-21,97.77,98.49,96.64,98.05,1049600,97.51
2008-08-20,100.23,100.23,97.39,98.38,1610400,97.84
2008-08-19,99.82,100.93,98.59,99.01,1782400,98.46
2008-08-18,100.37,102.06,99.21,100.39,1439600,99.83
2008-08-15,97.00,100.10,97.00,99.71,1503700,99.16
2008-08-14,94.58,99.35,94.21,98.87,1772300,98.32
2008-08-13,96.63,96.63,94.38,96.17,941100,95.64
2008-08-12,97.60,98.22,95.98,96.80,1098000,96.26
2008-08-11,99.25,99.27,97.01,98.17,989200,97.63
2008-08-08,94.23,100.25,94.04,99.31,1349500,98.76
2008-08-07,96.49,96.93,93.66,94.48,871900,93.96
2008-08-06,96.43,98.02,95.38,97.37,948900,96.83
2008-08-05,91.92,97.62,91.28,97.62,1645300,97.08
2008-08-04,92.55,93.16,91.15,91.71,915000,91.20
2008-08-01,93.48,93.75,91.85,92.76,834000,92.25
2008-07-31,95.62,97.20,93.29,93.43,1236900,92.91
2008-07-30,96.42,98.81,94.45,96.47,1157700,95.94
2008-07-29,92.80,96.81,92.80,95.89,951300,95.36
2008-07-28,96.80,97.19,92.28,92.28,1154300,91.77
2008-07-25,92.13,96.65,92.13,96.19,1893700,95.66
2008-07-24,98.65,100.15,91.06,91.58,2352600,91.07
2008-07-23,102.91,103.42,97.64,98.92,2247700,98.37
2008-07-22,101.08,104.00,96.06,102.58,3094600,102.01
2008-07-21,102.04,103.78,101.07,103.53,2301500,102.96
2008-07-18,101.61,103.19,100.00,100.61,1746100,100.05
2008-07-17,96.31,101.72,95.99,101.34,2827900,100.78
2008-07-16,91.41,97.13,90.73,97.13,1893700,96.59
2008-07-15,93.12,93.25,89.00,91.12,2313200,90.62
2008-07-14,95.21,96.86,93.10,94.11,1501600,93.59
