Date,Open,High,Low,Close,Volume,Adj Close
2012-03-16,76.90,77.49,76.79,77.18,19925400,53.84
2012-03-15,77.49,77.70,76.13,76.63,12184000,53.45
2012-03-14,77.79,78.11,77.28,77.51,10688700,54.07
2012-03-13,77.68,77.81,77.04,77.76,11394600,54.24
2012-03-12,77.17,77.80,76.98,77.31,9714900,53.93
2012-03-09,77.23,78.00,77.08,77.16,11161500,53.82
2012-03-08,77.46,77.65,77.14,77.22,8055800,53.87
2012-03-07,76.45,77.50,76.29,77.02,9301500,53.73
2012-03-06,76.30,76.71,75.93,76.45,11580800,53.33
2012-03-05,77.25,77.72,76.78,77.56,9240900,54.10
2012-03-02,77.92,78.19,77.40,77.65,9302600,54.17
2012-03-01,77.11,78.24,77.01,78.22,12182300,54.56
2012-02-29,77.33,77.72,76.06,76.55,15948400,53.40
2012-02-28,76.76,77.43,76.40,77.27,14028900,53.90
2012-02-27,75.89,76.84,75.70,76.43,10564600,53.31
2012-02-24,75.08,76.25,75.00,75.95,14767700,52.98
2012-02-23,74.37,75.00,74.20,74.81,9835200,52.18
2012-02-22,74.03,74.49,73.91,74.13,8688500,51.71
2012-02-21,73.94,74.13,73.62,73.83,12840200,51.50
2012-02-17,73.15,73.52,72.96,73.36,10545600,51.17
2012-02-16,72.92,72.95,72.14,72.78,11008000,50.77
2012-02-15,74.00,74.00,73.11,73.45,11559600,50.77
2012-02-14,72.62,73.91,72.61,73.60,10558200,50.88
2012-02-13,72.69,72.91,71.98,72.81,41798100,50.33
2012-02-10,71.68,72.47,71.45,72.25,46148600,49.95
2012-02-09,72.24,72.50,71.24,71.55,31544600,49.46
2012-02-08,72.29,72.43,71.72,72.25,7713300,49.95
2012-02-07,71.48,72.13,71.27,71.92,10817000,49.72
2012-02-06,70.24,71.36,70.20,71.32,8888600,49.30
2012-02-03,70.60,70.66,70.07,70.46,13078900,48.71
2012-02-02,69.21,70.07,69.20,69.91,11579400,48.33
2012-02-01,68.90,69.65,68.54,69.32,13598800,47.92
2012-01-31,69.01,69.17,68.00,68.21,28422400,47.15
2012-01-30,68.91,69.06,68.25,68.72,15003800,47.51
2012-01-27,69.08,69.76,68.79,69.40,10192600,47.98
2012-01-26,70.48,70.49,69.36,69.53,13117500,48.07
2012-01-25,71.51,71.62,69.01,69.98,22200800,48.38
2012-01-24,70.14,70.93,70.02,70.61,10897300,48.81
2012-01-23,70.78,71.04,70.40,70.56,12179100,48.78
2012-01-20,71.03,71.20,70.42,71.20,10097100,49.22
2012-01-19,71.72,71.79,70.81,71.27,10689300,49.27
2012-01-18,70.89,71.73,70.50,71.50,9496100,49.43
2012-01-17,71.00,71.26,70.49,70.80,8332200,48.94
2012-01-13,70.39,70.89,70.05,70.34,12567000,48.63
2012-01-12,71.45,71.70,70.67,70.76,14941500,48.92
2012-01-11,72.88,73.03,71.95,72.01,9819200,49.78
2012-01-10,73.55,73.82,73.10,73.28,6925900,50.66
2012-01-09,72.76,73.04,72.48,72.94,10997700,50.42
2012-01-06,73.46,73.50,72.59,72.66,7268300,50.23
2012-01-05,73.26,73.47,72.63,73.23,10276100,50.62
2012-01-04,73.90,74.09,73.27,73.82,7411000,51.03
2012-01-03,73.92,74.83,73.92,74.17,10172600,51.27
2011-12-30,72.92,73.20,72.71,72.87,6077300,50.37
2011-12-29,71.91,72.91,71.91,72.87,5944100,50.37
2011-12-28,72.94,73.11,71.75,71.82,6935800,49.65
2011-12-27,72.19,73.17,72.19,72.94,5836900,50.42
2011-12-23,71.88,72.44,71.82,72.43,5381700,50.07
2011-12-22,70.73,71.91,70.60,71.74,9878800,49.59
2011-12-21,69.96,70.78,69.74,70.62,9004500,48.82
2011-12-20,69.23,70.00,69.13,69.78,8933500,48.24
2011-12-19,68.04,68.75,67.65,67.85,8296500,46.90
2011-12-16,69.10,69.11,67.98,68.40,22967400,47.28
2011-12-15,69.01,69.33,67.96,68.29,9276900,47.21
2011-12-14,69.42,69.95,68.16,68.52,12136400,47.37
2011-12-13,70.94,71.65,69.56,69.85,12212100,48.29
2011-12-12,71.15,71.40,69.75,70.48,9719500,48.72
2011-12-09,71.39,72.36,71.34,71.95,9268800,49.74
2011-12-08,72.06,72.33,70.80,71.02,9983100,49.10
2011-12-07,72.17,72.88,71.65,72.41,11222600,50.06
2011-12-06,72.91,73.30,72.54,72.54,11239000,50.15
2011-12-05,73.22,73.90,72.33,72.82,12112400,50.34
2011-12-02,72.41,73.12,71.84,72.55,14742000,50.15
2011-12-01,71.16,71.89,71.02,71.76,9337000,49.61
2011-11-30,70.03,71.37,70.01,71.32,15364800,49.30
2011-11-29,67.50,68.49,67.27,68.14,11096400,47.10
2011-11-28,68.08,68.27,66.69,67.27,13043600,46.50
2011-11-25,66.76,67.17,66.13,66.14,5497500,45.72
2011-11-23,67.28,67.76,66.93,66.93,11323500,46.27
2011-11-22,68.68,68.93,67.91,68.14,8898500,47.10
2011-11-21,68.30,69.20,67.87,68.85,10987600,47.59
2011-11-18,69.91,69.99,68.84,69.27,10538100,47.89
2011-11-17,69.62,70.89,68.98,69.56,11358900,48.09
2011-11-16,71.19,71.50,69.41,69.76,13159700,48.22
2011-11-15,71.57,72.50,71.42,71.99,8651100,49.77
2011-11-14,71.81,72.12,71.14,71.70,10844700,49.57
2011-11-11,72.28,72.78,71.98,72.14,8604400,49.87
2011-11-10,71.19,71.82,70.15,71.44,8220000,49.39
2011-11-09,70.82,71.72,69.90,70.22,12178600,48.54
2011-11-08,71.97,72.97,71.18,72.74,10131000,50.28
2011-11-07,70.83,71.87,70.44,71.58,7949900,49.48
2011-11-04,69.83,70.84,69.57,70.71,8212500,48.88
2011-11-03,69.78,70.77,68.95,70.50,12149500,48.74
2011-11-02,69.22,69.86,68.60,69.10,10156000,47.77
2011-11-01,67.91,68.86,67.25,67.92,15031600,46.95
2011-10-31,70.67,70.89,69.65,69.65,13541700,48.15
2011-10-28,72.77,72.97,71.51,71.74,19665300,49.59
2011-10-27,73.23,73.70,72.45,72.85,15944000,50.36
2011-10-26,72.13,72.47,70.16,71.89,11942100,49.70
2011-10-25,72.19,72.19,70.45,70.68,14405300,48.86
2011-10-24,71.82,72.41,71.35,72.12,9556900,49.86
2011-10-21,71.01,72.00,70.88,71.83,11797900,49.66
2011-10-20,69.48,70.62,69.00,70.27,11259200,48.58
2011-10-19,69.35,70.67,69.06,69.56,11622400,48.09
2011-10-18,68.10,70.00,67.89,69.21,13049800,47.84
2011-10-17,68.72,69.16,67.79,68.34,8503600,47.24
2011-10-14,68.00,68.99,67.82,68.99,9908000,47.69
2011-10-13,66.21,67.31,66.09,67.04,11066400,46.34
2011-10-12,67.71,68.52,67.19,67.85,11075000,46.45
2011-10-11,66.35,67.37,66.28,67.02,11552100,45.88
2011-10-10,65.53,67.10,65.44,66.95,10621000,45.83
2011-10-07,64.76,65.08,63.45,64.16,11888600,43.92
2011-10-06,63.20,64.43,62.92,64.35,12444600,44.05
2011-10-05,63.12,64.01,62.23,63.93,16448800,43.76
2011-10-04,60.06,62.35,58.65,62.27,16659700,42.63
2011-10-03,62.71,62.91,60.95,60.99,15364000,41.75
2011-09-30,62.98,64.64,62.98,63.32,13489200,43.35
2011-09-29,64.66,64.67,63.07,64.37,17746100,44.07
2011-09-28,63.78,65.53,63.04,63.23,12599200,43.28
2011-09-27,65.43,65.95,63.88,64.26,12306400,43.99
2011-09-26,62.94,64.21,61.79,64.13,13408900,43.90
2011-09-23,61.86,63.24,61.80,62.51,12031800,42.79
2011-09-22,62.99,63.32,61.83,62.87,20736300,43.04
2011-09-21,66.83,67.20,64.95,64.95,12438700,44.46
2011-09-20,67.09,68.22,66.70,67.01,10752400,45.87
2011-09-19,65.89,67.22,65.39,66.77,10983700,45.71
2011-09-16,67.39,67.50,66.25,67.29,19606800,46.06
2011-09-15,66.49,67.04,66.06,66.92,12154000,45.81
2011-09-14,65.03,66.88,64.32,65.97,13171600,45.16
2011-09-13,64.46,65.28,63.79,64.76,10263100,44.33
2011-09-12,63.42,64.26,62.95,64.24,15501800,43.98
2011-09-09,64.96,65.75,63.87,64.23,16024900,43.97
2011-09-08,67.00,67.50,65.38,65.88,13725700,45.10
2011-09-07,66.66,67.39,66.37,67.31,11554500,46.08
2011-09-06,64.21,65.83,63.80,65.70,14460600,44.98
2011-09-02,66.41,66.92,65.73,66.44,11444700,45.48
2011-09-01,68.66,68.87,67.63,67.97,11748000,46.53
2011-08-31,68.30,68.75,67.55,68.07,11838200,46.60
2011-08-30,66.84,68.33,66.22,67.84,14379500,46.44
2011-08-29,66.68,67.84,66.58,67.78,10541200,46.40
2011-08-26,64.28,66.02,63.50,65.51,10132900,44.85
2011-08-25,66.61,66.88,64.50,64.78,9999200,44.35
2011-08-24,65.37,66.21,64.81,66.12,10054800,45.26
2011-08-23,63.52,65.72,63.49,65.71,15304400,44.98
2011-08-22,65.38,65.69,63.02,63.33,11662200,43.35
2011-08-19,63.08,64.94,63.00,63.59,18009000,43.53
2011-08-18,65.50,65.52,63.09,63.79,21652600,43.67
2011-08-17,67.29,67.61,66.37,66.82,9653300,45.74
2011-08-16,66.83,67.06,65.75,66.54,12622300,45.55
2011-08-15,67.06,68.25,66.78,67.48,12985500,46.19
2011-08-12,66.55,67.12,65.32,66.05,14384100,45.22
2011-08-11,63.04,66.42,62.40,65.52,20693200,44.85
2011-08-10,64.48,65.17,62.05,62.71,20229900,42.93
2011-08-09,62.90,64.69,60.40,64.56,29061500,44.20
2011-08-08,65.17,67.47,61.83,61.92,38423900,42.39
2011-08-05,67.12,69.25,65.25,67.75,24705000,46.38
2011-08-04,69.41,69.51,66.78,66.92,20754800,45.81
2011-08-03,70.64,71.26,69.38,70.56,15890700,48.30
2011-08-02,71.51,72.43,70.60,70.63,12745000,48.35
2011-08-01,73.46,73.46,71.44,71.99,11780500,49.28
2011-07-29,72.02,72.70,71.45,71.99,13237500,49.28
2011-07-28,73.10,73.52,72.55,72.77,10521800,49.82
2011-07-27,74.19,74.49,73.12,73.13,13279600,50.06
2011-07-26,74.56,74.70,73.48,73.61,12838100,50.39
2011-07-25,74.57,75.26,74.33,74.55,11094600,51.03
2011-07-22,75.71,75.85,75.08,75.26,10632300,51.52
2011-07-21,74.82,76.00,74.51,75.81,11245700,51.90
2011-07-20,75.79,75.92,75.00,75.11,11687200,50.97
2011-07-19,75.99,76.38,74.70,75.43,14289200,51.18
2011-07-18,76.35,76.44,75.21,75.44,29702400,51.19
2011-07-15,76.61,77.03,76.15,76.42,54703200,51.85
2011-07-14,80.11,80.13,75.50,75.61,81425300,51.30
2011-07-13,74.42,75.31,73.99,74.40,9746000,50.48
2011-07-12,74.25,75.21,73.99,74.34,9560200,50.44
2011-07-11,74.83,75.07,74.41,74.70,8613400,50.69
2011-07-08,75.34,75.95,75.11,75.91,10114000,51.51
2011-07-07,76.84,77.00,76.26,76.75,7971000,52.08
2011-07-06,75.91,76.15,75.57,76.03,8072400,51.59
2011-07-05,75.91,76.49,75.53,75.85,10316300,51.47
2011-07-01,75.27,76.00,74.57,75.88,10006700,51.49
2011-06-30,74.35,75.27,74.33,75.19,9932800,51.02
2011-06-29,73.69,74.51,73.52,74.02,10559700,50.23
2011-06-28,72.21,73.37,72.17,73.26,9009500,49.71
2011-06-27,71.32,72.19,71.27,71.78,10192600,48.71
2011-06-24,72.76,73.19,71.34,71.43,17719600,48.47
2011-06-23,71.96,73.04,71.00,73.00,11831900,49.53
2011-06-22,73.45,74.32,73.27,73.29,9448000,49.73
2011-06-21,73.00,74.15,72.83,73.73,13283800,50.03
2011-06-20,71.39,72.78,71.07,72.27,15493300,49.04
2011-06-17,72.23,72.95,71.31,71.93,12751000,48.81
2011-06-16,70.69,72.24,70.55,71.62,10929000,48.60
2011-06-15,71.14,71.82,70.08,70.57,10119900,47.88
2011-06-14,71.52,72.66,71.52,71.87,9883500,48.77
2011-06-13,71.56,72.10,70.25,70.75,9257400,48.01
2011-06-10,72.22,72.46,71.40,71.49,9634800,48.51
2011-06-09,71.95,73.12,71.40,72.51,9136000,49.20
2011-06-08,70.90,72.28,70.90,71.46,10532600,48.49
2011-06-07,71.31,71.69,70.72,70.87,14155700,48.09
2011-06-06,71.90,72.50,70.60,70.92,8360100,48.12
2011-06-03,70.81,73.00,70.78,72.39,9610100,49.12
2011-06-02,72.28,72.88,71.43,72.15,8088600,48.96
2011-06-01,73.18,73.54,72.06,72.34,9761000,49.09
2011-05-31,73.85,74.11,72.71,73.22,15173600,49.68
2011-05-27,72.99,73.35,72.25,72.64,5669600,49.29
2011-05-26,71.93,72.71,71.56,72.34,8057200,49.09
2011-05-25,71.35,72.44,71.28,71.97,9986900,48.83
2011-05-24,71.94,73.05,71.82,71.91,9788000,48.79
2011-05-23,71.54,71.71,70.84,71.33,9205200,48.40
2011-05-20,72.60,73.13,71.78,72.61,10245600,49.27
2011-05-19,72.69,73.15,72.05,72.70,8657400,49.33
2011-05-18,71.82,73.42,71.51,72.81,11562100,48.96
2011-05-17,70.69,71.85,70.69,71.54,10869700,48.10
2011-05-16,71.37,72.11,70.73,71.43,10735600,48.03
2011-05-13,71.69,71.99,70.61,71.43,10836100,48.03
2011-05-12,72.36,72.40,70.67,71.52,16397300,48.09
2011-05-11,74.07,74.19,72.03,72.52,13287700,48.76
2011-05-10,73.89,74.79,73.56,74.60,9253600,50.16
2011-05-09,73.50,74.11,73.16,73.72,12537100,49.57
2011-05-06,72.82,74.44,72.50,72.94,15594500,49.04
2011-05-05,72.84,72.96,71.21,71.97,16738800,48.39
2011-05-04,74.67,74.67,72.41,73.65,20650700,49.52
2011-05-03,76.97,77.02,73.40,74.53,23246900,50.11
2011-05-02,78.87,78.98,77.02,77.47,11273500,52.09
2011-04-29,77.47,79.00,77.42,78.89,12122200,53.05
2011-04-28,79.06,79.39,76.97,77.45,17423700,52.08
2011-04-27,80.39,80.98,78.40,79.83,13406100,53.68
2011-04-26,80.59,81.50,80.40,81.21,7739500,54.61
2011-04-25,80.99,81.00,79.76,80.48,6881600,54.11
2011-04-21,80.27,80.90,80.03,80.73,7415100,54.28
2011-04-20,79.48,80.16,79.27,79.99,8690000,53.78
2011-04-19,77.48,78.38,77.48,78.15,7589300,52.55
2011-04-18,77.41,78.02,77.15,77.61,8883000,52.18
2011-04-15,78.79,79.75,78.39,79.12,9605300,53.20
2011-04-14,77.40,78.61,77.20,78.28,7215700,52.64
2011-04-13,77.76,78.04,76.87,77.66,9284900,52.22
2011-04-12,79.04,79.38,76.36,77.16,16974700,51.88
2011-04-11,80.72,81.75,80.00,80.12,8695000,53.87
2011-04-08,80.75,81.18,80.43,80.79,11362300,54.32
2011-04-07,80.32,80.77,79.79,80.40,8159400,54.06
2011-04-06,80.82,80.90,80.30,80.43,9523700,54.08
2011-04-05,80.01,80.60,79.60,80.32,8572100,54.01
2011-04-04,80.00,80.00,79.15,79.68,8212900,53.58
2011-04-01,80.48,80.75,79.37,79.68,10012700,53.58
2011-03-31,80.82,81.80,79.83,79.86,11034500,53.70
2011-03-30,79.52,80.80,79.31,80.69,10166600,54.26
2011-03-29,78.94,79.46,78.30,78.81,11423300,52.99
2011-03-28,80.03,80.52,79.57,79.57,6901300,53.50
2011-03-25,79.85,80.70,79.20,80.24,10062200,53.95
2011-03-24,79.06,80.05,78.84,79.70,12067200,53.59
2011-03-23,76.87,78.93,76.80,78.54,12369900,52.81
2011-03-22,77.75,77.83,77.00,77.22,11117000,51.92
2011-03-21,77.16,77.97,76.67,77.55,16230600,52.14
2011-03-18,77.87,78.59,75.34,75.35,21501600,50.66
2011-03-17,75.06,77.30,74.54,76.72,13845200,51.59
2011-03-16,75.10,75.45,72.89,73.74,16059300,49.58
2011-03-15,72.48,75.55,71.13,74.98,16720600,50.42
2011-03-14,75.50,76.08,75.04,75.84,14889700,50.99
2011-03-11,73.75,76.93,73.51,76.30,9552700,51.30
2011-03-10,76.99,77.13,74.70,75.18,15892300,50.55
2011-03-09,78.18,78.88,77.75,78.04,8332400,52.47
2011-03-08,78.84,78.91,77.15,78.32,11719800,52.66
2011-03-07,80.62,81.00,79.11,79.20,10345300,53.25
2011-03-04,79.63,80.92,79.25,79.98,12042200,53.78
2011-03-03,78.50,79.81,78.40,79.55,11486900,53.49
2011-03-02,77.55,78.90,77.42,78.25,11534800,52.61
2011-03-01,78.30,79.10,77.56,77.83,13527800,52.33
2011-02-28,77.28,78.34,77.10,77.87,10513200,52.36
2011-02-25,77.31,77.69,76.78,77.28,10528100,51.96
2011-02-24,78.91,79.24,76.51,77.28,17269800,51.96
2011-02-23,76.94,79.60,76.87,78.57,18591600,52.83
2011-02-22,77.61,78.74,75.79,76.61,15975600,51.51
2011-02-18,75.95,76.72,75.21,76.62,11202000,51.52
2011-02-17,74.52,75.99,74.29,75.52,11677600,50.78
2011-02-16,74.08,75.03,73.97,74.95,10405200,49.95
2011-02-15,73.67,73.94,73.08,73.50,9083800,48.99
2011-02-14,71.96,73.94,71.93,73.77,10643800,49.17
2011-02-11,69.87,72.44,69.75,71.58,15899400,47.71
2011-02-10,70.10,70.45,69.80,70.08,14924700,46.71
2011-02-09,71.72,71.75,70.37,70.66,11847800,47.09
2011-02-08,72.25,72.34,71.64,72.00,6220300,47.99
2011-02-07,71.71,72.55,71.71,72.29,12774700,48.18
2011-02-04,72.02,72.25,71.29,71.67,13540900,47.77
2011-02-03,72.13,72.13,71.13,72.03,13144400,48.01
2011-02-02,71.64,72.65,71.40,72.11,9492200,48.06
2011-02-01,71.62,72.01,71.52,71.71,15245600,47.79
2011-01-31,71.29,71.74,70.50,71.46,20863700,47.63
2011-01-28,69.72,71.61,69.66,70.56,23741400,47.03
2011-01-27,69.41,69.72,68.82,69.39,13330500,46.25
2011-01-26,68.04,69.81,67.58,69.25,14982400,46.15
2011-01-25,67.97,68.10,66.67,67.48,11129400,44.97
2011-01-24,67.76,68.25,67.32,68.10,12675800,45.39
2011-01-21,67.88,67.97,67.02,67.66,12130000,45.09
2011-01-20,67.50,67.58,66.52,67.21,11582700,44.79
2011-01-19,68.28,68.29,67.25,67.77,7305700,45.17
2011-01-18,67.92,68.34,67.61,68.09,7984200,45.38
2011-01-14,67.28,67.83,66.78,67.72,9679400,45.13
2011-01-13,68.37,68.69,66.95,67.26,14240400,44.83
2011-01-12,68.63,68.99,68.29,68.69,6918500,45.78
2011-01-11,67.57,68.24,67.40,68.17,9711300,45.43
2011-01-10,66.73,67.10,66.50,66.88,6269100,44.57
2011-01-07,67.12,67.53,66.61,67.11,7742400,44.73
2011-01-06,67.70,67.80,66.71,66.97,10508800,44.63
2011-01-05,67.64,67.78,67.26,67.55,12431700,45.02
2011-01-04,68.61,68.61,67.10,67.88,12524100,45.24
2011-01-03,68.77,68.81,68.00,68.24,9714500,45.48
2010-12-31,67.93,68.58,67.83,68.10,6363800,45.39
2010-12-30,68.00,68.31,67.72,68.00,5222600,45.32
2010-12-29,67.55,68.30,67.45,67.93,5502900,45.27
2010-12-28,67.29,67.70,66.86,67.55,6367100,45.02
2010-12-27,66.85,67.31,66.64,67.15,5756500,44.75
2010-12-23,66.84,67.11,66.69,67.08,5875900,44.71
2010-12-22,66.85,67.16,66.63,67.03,7806500,44.67
2010-12-21,66.35,66.90,66.18,66.63,7936700,44.41
2010-12-20,65.37,66.16,65.29,65.99,11691800,43.98
2010-12-17,65.67,65.89,64.66,65.06,14959200,43.36
2010-12-16,65.32,65.72,64.83,65.67,8660900,43.77
2010-12-15,65.43,65.62,65.06,65.12,10032500,43.40
2010-12-14,65.43,66.00,65.06,65.65,10241800,43.75
2010-12-13,64.88,66.34,64.80,65.47,12729700,43.63
2010-12-10,64.78,64.93,64.37,64.58,8456900,43.04
2010-12-09,64.95,64.96,64.24,64.67,8205100,43.10
2010-12-08,64.50,64.92,64.04,64.61,9009300,43.06
2010-12-07,64.74,65.00,64.32,64.37,10400700,42.90
2010-12-06,63.88,64.44,63.75,64.18,7505100,42.77
2010-12-03,63.66,64.06,63.53,63.92,13534900,42.60
2010-12-02,62.39,63.88,62.30,63.70,11490800,42.45
2010-12-01,61.40,62.48,61.20,62.45,13985000,41.62
2010-11-30,60.11,60.92,60.02,60.17,11452100,40.10
2010-11-29,60.44,60.90,59.57,60.68,8501500,40.44
2010-11-26,60.97,61.37,60.65,60.81,3374100,40.53
2010-11-24,60.78,61.48,60.70,61.45,7808400,40.95
2010-11-23,60.72,60.75,60.06,60.52,8995600,40.33
2010-11-22,61.75,61.75,60.53,61.49,8689900,40.98
2010-11-19,61.69,61.94,61.11,61.92,10254000,41.27
2010-11-18,61.66,62.20,61.51,61.75,8439000,41.15
2010-11-17,60.95,61.44,60.65,60.81,9155200,40.53
2010-11-16,61.29,61.29,60.50,60.94,14302000,40.61
2010-11-15,62.44,62.55,62.02,62.07,10426500,41.37
2010-11-12,62.28,62.62,61.76,62.42,11394400,41.60
2010-11-11,62.90,63.14,62.59,62.89,10132000,41.91
2010-11-10,61.98,63.27,61.66,63.21,13714200,42.13
2010-11-09,62.75,62.95,61.72,62.03,13672700,41.34
2010-11-08,61.50,62.47,61.35,62.41,11610500,41.59
2010-11-05,61.37,61.89,61.23,61.81,11759100,41.19
2010-11-04,60.08,61.46,59.81,61.25,15869900,40.82
2010-11-03,59.39,59.45,58.37,59.41,13562200,39.60
2010-11-02,59.30,59.80,58.80,59.34,13768900,39.55
2010-11-01,59.96,60.12,58.59,58.95,12258200,39.29
2010-10-29,59.38,59.53,58.80,59.39,11147800,39.58
2010-10-28,60.38,60.45,59.22,59.58,13447600,39.71
2010-10-27,59.70,60.48,59.55,60.08,15251900,40.04
2010-10-26,60.87,61.62,60.75,61.37,14269600,40.53
2010-10-25,62.11,62.63,61.28,61.34,22682800,40.52
2010-10-22,61.47,61.88,61.22,61.67,24173100,40.73
2010-10-21,61.36,61.85,60.62,61.12,22305600,40.37
2010-10-20,60.18,61.69,59.90,61.27,12799600,40.47
2010-10-19,60.40,60.81,59.54,60.00,13672400,39.63
2010-10-18,60.76,61.45,60.54,61.26,16892800,40.46
2010-10-15,60.68,60.87,60.00,60.78,11257200,40.15
2010-10-14,60.27,60.66,59.95,60.32,10341300,39.84
2010-10-13,59.94,60.49,59.86,60.13,13165700,39.72
2010-10-12,59.54,59.82,58.89,59.61,11014300,39.37
2010-10-11,59.69,59.99,59.52,59.79,7791100,39.49
2010-10-08,59.75,59.94,59.35,59.61,11496900,39.37
2010-10-07,59.99,60.00,59.15,59.71,11241300,39.44
2010-10-06,58.82,59.70,58.80,59.70,14564000,39.43
2010-10-05,57.73,58.86,57.67,58.79,16587200,38.83
2010-10-04,57.57,57.82,56.80,57.26,10609500,37.82
2010-10-01,57.97,58.09,57.34,57.86,15865300,38.22
2010-09-30,57.89,57.99,56.88,57.43,12823600,37.93
2010-09-29,57.03,57.70,56.65,57.36,11712100,37.89
2010-09-28,56.50,57.38,56.09,57.09,12702300,37.71
2010-09-27,56.52,56.79,56.01,56.26,7671800,37.16
2010-09-24,55.61,56.57,55.35,56.36,10187700,37.23
2010-09-23,55.51,55.98,55.00,55.22,9025600,36.47
2010-09-22,56.62,56.98,55.98,56.06,7976000,37.03
2010-09-21,56.92,57.04,56.30,56.52,11109800,37.33
2010-09-20,55.55,57.17,55.32,56.83,10200600,37.54
2010-09-17,55.48,55.75,55.07,55.27,11456000,36.51
2010-09-16,55.44,55.87,55.09,55.36,9146000,36.57
2010-09-15,55.07,55.63,54.73,55.56,8696200,36.70
2010-09-14,55.15,55.72,54.88,55.37,7607000,36.57
2010-09-13,55.27,55.67,54.98,55.38,9470300,36.58
2010-09-10,55.22,55.30,54.68,54.75,7317000,36.16
2010-09-09,54.98,55.40,54.70,54.73,7592300,36.15
2010-09-08,53.82,54.80,53.82,54.32,7869300,35.88
2010-09-07,54.63,54.78,53.59,53.66,11082400,35.44
2010-09-03,54.66,55.23,54.64,55.05,8186400,36.36
2010-09-02,54.09,54.49,53.77,54.43,6664400,35.95
2010-09-01,53.85,54.21,53.29,54.06,11545500,35.71
2010-08-31,52.26,52.81,52.00,52.43,11265200,34.63
2010-08-30,53.19,53.54,52.65,52.67,8570800,34.79
2010-08-27,52.96,53.89,52.10,53.42,14199200,35.28
2010-08-26,53.75,53.84,52.10,52.41,12361900,34.62
2010-08-25,53.00,53.69,52.33,53.46,10557100,35.31
2010-08-24,53.09,53.97,53.00,53.43,14798000,35.29
2010-08-23,54.10,54.57,53.59,53.71,14878700,35.48
2010-08-20,54.29,54.47,53.29,53.89,12857700,35.59
2010-08-19,55.11,55.26,54.32,54.71,9833700,36.14
2010-08-18,55.86,55.93,54.92,55.42,7930300,36.60
2010-08-17,55.38,56.25,54.93,55.87,11578100,36.90
2010-08-16,54.80,54.97,54.30,54.93,9422000,36.28
2010-08-13,54.86,55.44,54.84,55.02,8487100,36.34
2010-08-12,54.94,55.64,54.60,55.35,10271300,36.56
2010-08-11,55.96,56.00,55.20,55.51,13870600,36.66
2010-08-10,56.52,57.28,56.32,56.87,12286600,37.56
2010-08-09,57.25,57.57,57.09,57.31,8365100,37.85
2010-08-06,57.04,57.54,56.24,56.93,12876900,37.60
2010-08-05,57.00,57.82,56.88,57.70,11103600,38.11
2010-08-04,57.55,58.03,57.05,57.42,13312800,37.93
2010-08-03,56.87,57.89,56.80,57.56,12997800,38.02
2010-08-02,56.00,57.70,55.92,57.53,17988000,38.00
2010-07-30,54.10,55.77,53.89,55.22,15913200,36.47
2010-07-29,54.68,55.55,54.12,54.56,14933200,36.04
2010-07-28,55.02,55.20,53.81,54.44,14859400,35.59
2010-07-27,54.73,54.95,54.12,54.44,10823000,35.59
2010-07-26,53.99,54.71,53.77,54.43,8437900,35.59
2010-07-23,53.23,53.86,52.76,53.79,10457800,35.17
2010-07-22,52.79,53.89,52.57,53.27,11721700,34.83
2010-07-21,53.08,53.13,51.65,52.12,11407400,34.08
2010-07-20,51.00,52.86,50.80,52.66,12506700,34.43
2010-07-19,52.20,52.28,51.49,51.84,9327000,33.89
2010-07-16,52.60,52.80,51.60,51.85,11406400,33.90
2010-07-15,52.74,53.03,52.06,52.86,9567500,34.56
2010-07-14,53.09,53.46,52.47,52.80,10444800,34.52
2010-07-13,52.89,53.65,52.69,53.22,11283200,34.80
2010-07-12,52.04,52.64,51.78,52.10,12374900,34.06
2010-07-09,51.65,52.47,51.40,52.30,11313200,34.20
2010-07-08,52.16,52.17,50.96,51.55,11443900,33.70
2010-07-07,49.27,51.26,49.27,51.16,15830600,33.45
2010-07-06,49.97,50.25,48.61,49.20,20722400,32.17
2010-07-02,49.17,49.36,48.41,48.82,9494200,31.92
2010-07-01,49.24,49.57,48.06,48.87,18899300,31.95
2010-06-30,49.72,50.29,48.97,49.09,19329600,32.10
2010-06-29,50.43,50.66,49.57,49.84,18225700,32.59
2010-06-28,51.92,52.00,51.16,51.19,13479700,33.47
2010-06-25,52.66,52.66,51.69,51.92,29803300,33.95
2010-06-24,53.26,53.39,51.98,52.51,19443400,34.33
2010-06-23,54.44,54.63,53.31,53.51,14243200,34.99
2010-06-22,55.70,56.19,54.25,54.46,14831800,35.61
2010-06-21,56.79,56.95,55.48,55.80,10946500,36.48
2010-06-18,55.48,56.01,55.11,56.01,14205500,36.62
2010-06-17,54.76,55.28,54.19,55.18,13706600,36.08
2010-06-16,53.90,54.48,53.66,54.47,10568000,35.61
2010-06-15,53.37,54.36,53.23,54.30,16419900,35.50
2010-06-14,54.15,54.68,52.71,52.80,16447800,34.52
2010-06-11,52.87,53.50,52.57,53.50,8953100,34.98
2010-06-10,52.07,53.59,51.76,53.37,18956200,34.89
2010-06-09,51.32,51.91,50.57,50.72,17130800,33.16
2010-06-08,49.55,51.00,49.52,50.84,19331600,33.24
2010-06-07,50.32,50.53,49.55,49.59,15674700,32.42
